LocationType,Location Name,StNumber,StNumberFraction,StDirection,StName,StSuffix,StSuffixDirection,AddressType,AddressTypeValue,CrossStDirection,CrossStName,CrossStSuffix,CrossStSuffixDirection,City,State,Zip,Website,Phone,CouncilDistrict,GeoLat,GeoLong
Outdoor Fitness Equipment,105th Street Pocket Park,609,,W,105th,St,,,,,,,,"Los Angeles
CA 90044
(33.9409, -118.285)",CA,90044,,(310) 548-7675,8,33.940919,-118.285253
Outdoor Fitness Equipment,Mar Vista Park,11430,,,Woodbine,Ave,,,,,,,,"Los Angeles
CA 90066
(34.0179, -118.429)",CA,90066,http://www.laparks.org/dos/reccenter/facility/marVistaRC.htm,(310) 398-5982,11,34.01785493,-118.4294632
Outdoor Fitness Equipment,Wall Street Community Park,8620,,,Wall,St,,,,,,,,"Los Angeles
CA 90003
(33.9595, -118.272)",CA,90003,,,9,33.959532,-118.271566
Outdoor Fitness Equipment,Holleigh Bernson Memorial Park,20500,,,Sesnon,Blvd,,,,,,,,"Northridge
CA 91326
(34.293, -118.571)",CA,91326,,,12,34.293003,-118.571202
Outdoor Fitness Equipment,Valley Plaza Park,12240,,,Archwood,St,,,,,,,,"North Hollywood
CA 91606
(34.192, -118.401)",CA,91606,http://www.laparks.org/dos/parks/facility/valleyPlazaPk.htm,(818) 765-5885,2,34.192008,-118.400894
Outdoor Fitness Equipment,Woodley Avenue Park,6350,,,Woodley,Ave,,,,,,,,"Van Nuys
CA 91436
(34.182, -118.484)",CA,91436,http://www.laparks.org/dos/parks/facility/woodleyPk.htm,(818) 756-7667,6,34.18196,-118.483681
Outdoor Fitness Equipment,James Slauson Recreation Center,5306,,S,Compton,Ave,,,,,,,,"Los Angeles
CA 90011
(33.9942, -118.248)",CA,90011,http://www.laparks.org/dos/reccenter/facility/slausonMC.htm,(323) 233-1174,9,33.994156,-118.247682
Outdoor Fitness Equipment,Seily Rodriguez Park,5707,,,Lexington,Ave,,,,,,,,"Los Angeles
CA 90038
(34.0929, -118.314)",CA,90038,http://www.laparks.org/dos/parks/facility/seilyRodriguezPk.htm,(213) 847-3601,13,34.092917,-118.313975
Outdoor Fitness Equipment,6th & Gladys Street Park,624,,E,6th,St,,,,,Gladys,St,,"Los Angeles
CA 90021
(34.0403, -118.242)",CA,90021,http://www.laparks.org/dos/parks/facility/6thgladysPk.htm,(818) 756-8189,14,34.04032,-118.242479
Outdoor Fitness Equipment,76th Street Pocket Park,833,,W,76th,St,,,,,,,,"Los Angeles
CA 90044
(33.971, -118.288)",CA,90044,,(310) 548-7675,8,33.971023,-118.288267
Outdoor Fitness Equipment,Studio City Recreation Center (Beeman Park),12621,,,Rye,St,,,,,,,,"Studio City
CA 91604
(34.1514, -118.408)",CA,91604,http://www.laparks.org/dos/reccenter/facility/studioCityRC.htm,(818) 769-4415,2,34.15137297,-118.4079843
Outdoor Fitness Equipment,Westside Neighborhood Park,3085,,,Clyde,Ave,,,,,,,,"Los Angeles
CA 90016
(34.0291, -118.37)",CA,90016,http://www.laparks.org/dos/parks/facility/westsideNeighborhoodPk.htm,(323) 292-6622,10,34.029093,-118.36998
Outdoor Fitness Equipment,Shatto Park,3191,,W,4th,St,,,,,,,,"Los Angeles
CA 90020
(34.0673, -118.289)",CA,90020,http://www.laparks.org/dos/reccenter/facility/shattoRC.htm,(213) 386-8877,13,34.067287,-118.289251
Outdoor Fitness Equipment,North Hollywood Park,11430,,,Chandler,Blvd,,,,,,,,"North Hollywood
CA 91601
(34.1679, -118.38)",CA,91601,http://www.laparks.org/dos/reccenter/facility/northHollywoodRC.htm,(818) 763-7651,2,34.1679113,-118.3798722
Outdoor Fitness Equipment,Tiara Street Site,11480,,W,Tiara,St,,,,,,,,"Los Angeles
CA 91601
(34.1784, -118.382)",CA,91601,,(818) 766-8445,2,34.178441,-118.382361
Outdoor Fitness Equipment,North East Valley Multipurpose Center,11300,,,Glenoaks,Blvd,,,,,,,,"Pacoima
CA 91331
(34.2763, -118.413)",CA,91331,,(818) 899-4537,7,34.276262,-118.413154
Outdoor Fitness Equipment,Poinsettia Park,7341,,,Willoughy,Ave,,,,,,,,"Los Angeles
CA 90046
(34.0872, -118.35)",CA,90046,http://www.laparks.org/dos/reccenter/facility/poinsettiaRC.htm,(323) 876-5014,5,34.08722019,-118.3502662
Outdoor Fitness Equipment,Lou Costello (Hostetter) Park,3141,,E,Olympic,Blvd,,,,,,,,"Los Angeles
CA 90023
(34.0205, -118.211)",CA,90023,http://www.laparks.org/dos/reccenter/facility/louCostelloRC.htm,(213) 485-9111,14,34.02048437,-118.2108829
Outdoor Fitness Equipment,Culver Slauson Park,5070,,S,Slauson,Ave,,,,,,,,"Culver City
CA 90230
(33.9936, -118.407)",CA,90230,http://www.laparks.org/dos/parks/facility/culverSlausonPk.htm,(310) 398-5291,11,33.993614,-118.406907
Outdoor Fitness Equipment,Drum Barracks Civil War Museum,1052,,,Banning,Blvd,,,,,,,,"Wilmington
CA 90744
(33.7847, -118.258)",CA,90744,http://www.lacity.org/disclaim/disclaim.cfm?goto=http://www.drumbarracks.org,(310) 548-7509,15,33.784702,-118.258156
Outdoor Fitness Equipment,Toberman Recreation Center,1725,,,Toberman,St,,,,,,,,"Los Angeles
CA 90015
(34.0391, -118.279)",CA,90015,http://www.laparks.org/dos/reccenter/facility/tobermanRC.htm,(213) 485-6896,1,34.03912821,-118.2787516
Outdoor Fitness Equipment,El Sereno Arroyo Playground,5520,,,Concord,Ave,,,,,,,,"Los Angeles
CA 90032
(34.0798, -118.162)",CA,90032,,(323) 223-2764,14,34.07980496,-118.1618492
Outdoor Fitness Equipment,Lincoln Park,3501,,,Valley,Blvd,,,,,,,,"Los Angeles
CA 90031
(34.0656, -118.202)",CA,90031,http://www.laparks.org/dos/parks/facility/lincolnPk.htm,(213) 847-1726,1,34.06561417,-118.2018369
Outdoor Fitness Equipment,Balboa Park,17015,,,Burbank,Blvd,,,,,,,,"Encino
CA 91316
(34.173, -118.502)",CA,91316,http://www.laparks.org/dos/reccenter/facility/balboaSportsComplex.htm,(818) 756-9743,6,34.172985,-118.501841
Outdoor Fitness Equipment,97th Street Pocket Park,554,,W,97th,St,,,,,,,,"Los Angeles
CA 90010
(33.948, -118.285)",CA,90010,,(310) 548-7675,8,33.948036,-118.2847
Outdoor Fitness Equipment,Gilbert W. Lindsay Recreation Center,429,,E,42nd,Pl,,,,,,,,"Los Angeles
CA 90011
(34.0066, -118.268)",CA,90011,http://www.laparks.org/dos/reccenter/facility/gilbertLindsayRC.htm,(323) 846-7584,9,34.00661929,-118.2677641
Outdoor Fitness Equipment,Pan Pacific Park,7600,,,Beverly,Blvd,,,,,,,,"Los Angeles
CA 90036
(34.0749, -118.355)",CA,90036,http://www.laparks.org/dos/parks/facility/panPacificPk.htm,(323) 939-8874,4,34.07487935,-118.3549473
Outdoor Fitness Equipment,Hollenbeck Park,415,,S,Saint Louis,St,,,,,,,,"Los Angeles
CA 90033
(34.0414, -118.216)",CA,90033,http://www.laparks.org/dos/parks/facility/hollenbeckPk.htm,(323) 261-0113,14,34.04136456,-118.2160944
Outdoor Fitness Equipment,State Street Recreation Center,716,,N,State,St,,,,,,,,"Los Angeles
CA 90033
(34.0531, -118.213)",CA,90033,http://www.laparks.org/dos/reccenter/facility/stateStreetRC.htm,(213) 847-2790,14,34.053064,-118.212879
Outdoor Fitness Equipment,Griffith Park - Park Center,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles
CA 90027
(34.1342, -118.283)",CA,90027,http://www.laparks.org/dos/parks/facility/parkCenter.htm,(323) 644-2050,4,34.134213,-118.282994
Outdoor Fitness Equipment,South Park,345,,E,51st,St,,,,,,,,"Los Angeles
CA 90011
(33.9966, -118.269)",CA,90011,http://www.laparks.org/dos/reccenter/facility/southPkRC.htm,(213) 847-6746,9,33.99664406,-118.268573
Outdoor Fitness Equipment,Van Nuys  Sherman Oaks Recreation Center,14201,,,Huston,St,,,,,,,,"Sherman Oaks
CA 91423
(34.1595, -118.443)",CA,91423,http://www.laparks.org/dos/reccenter/facility/vanNuysSORC.htm,(818) 783-5121,4,34.15952933,-118.4425227
Outdoor Fitness Equipment,Amistad Park,13116,,W,Kagel Canyon,St,,,,,,,,"Pacoima
CA 91331
(34.253, -118.418)",CA,91331,,(818) 899-4537,7,34.253043,-118.418134
Outdoor Fitness Equipment,Eagle Rock Park,1100,,,Eagle Vista,Dr,,,,,,,,"Los Angeles
CA 90041
(34.143, -118.188)",CA,90041,http://www.laparks.org/dos/reccenter/facility/eagleRockRC.htm,(323) 257-6948,14,34.142988,-118.18805
Outdoor Fitness Equipment,Hoover Recreation Center,1010,,W,25th,St,,,,,,,,"Los Angeles
CA 90007
(34.0327, -118.283)",CA,90007,http://www.laparks.org/dos/reccenter/facility/hooverRC.htm,(213) 749-8896,1,34.03273559,-118.2830944
Parks,York Pocket Park,,,,York,Blvd,,,,,Avenue 50,,,"Los Angeles
CA 90042
(34.1214, -118.207)",CA,90042,,,1,34.121388,-118.207218
Parks,San Pedro Welcome Park,351,,N,Gaffey,St,,,,,,,,"Los Angeles
CA 90731
(33.7461, -118.293)",CA,90731,,(310) 548-7675,15,33.746055,-118.292652
Parks,Seily Rodriguez Park,5707,,,Lexington,Ave,,,,,,,,"Los Angeles
CA 90038
(34.0929, -118.314)",CA,90038,http://www.laparks.org/dos/parks/facility/seilyRodriguezPk.htm,(213) 847-3601,13,34.092917,-118.313975
Parks,Teichman Family Magnolia Park,15365,,W,Magnolia,Blvd,,,,,,,,"Vany Nuys
CA 91411
(34.1648, -118.469)",CA,91411,,,4,34.164843,-118.468716
Parks,San Pasqual Park,934,,N,San Pasqual,Ave,,,,,,,,"Los Angeles
CA 90042
(34.1198, -118.17)",CA,90042,http://www.laparks.org/dos/parks/facility/sanPascualPk.htm,(323) 255-0370,14,34.11981,-118.17014
Parks,Lilac Terrace Park,835,,,Academy,Rd,,,,,,,,"Los Angeles
CA 90012
(34.0802, -118.249)",CA,90012,http://www.laparks.org/dos/parks/facility/lilacTerracePk.htm,(213) 847-0926,1,34.080151,-118.249395
Parks,Barry A. Sanders Sports Field,6300,,,Balboa,Blvd,,,,,,,,"Van Nuys
CA 91316
(34.1867, -118.501)",CA,91316,http://www.laparks.org/dos/parks/facility/lakeBalboaPk.htm,(818) 756-8060,6,34.186672,-118.50107
Parks,Imperial Courts Park,2250,,E,114th,St,,,,,,,,"Los Angeles
CA 90059
(33.9313, -118.232)",CA,90059,http://www.laparks.org/dos/reccenter/facility/imperialcourtsRC.htm,(323) 564-1834,15,33.93125654,-118.2324199
Parks,Chase Park,22525,,,Chase,St,,,,,,,,"West Hills
CA 91304
(34.2228, -118.618)",CA,91304,http://www.laparks.org/dos/parks/facility/chasePk.htm,(818) 883-6641,12,34.222783,-118.617596
Parks,Eagle Rock Hillside Park,,,,N. of Ventura Freeway,,,,,,S. of Valle Vista,,,"Los Angeles
CA 90041
(34.149, -118.202)",CA,90041,http://www.laparks.org/dos/parks/facility/eagleRockHillsidePk.htm,(213) 485-5054,14,34.149007,-118.202226
Parks,Griffith Park - Shane's Inspiration Park,4730,,,Crystal Springs,Dr,,,,,,,,"Los Angeles
CA 90027
(34.1351, -118.285)",CA,90027,http://www.laparks.org/dos/playground/facility/griffithUAPk.htm,(323) 913-4688,4,34.135083,-118.284647
Parks,Mae Boyar Park,23936,,,Highlander,Rd,,,,,,,,"Canoga Park
CA 91307
(34.1958, -118.647)",CA,91307,http://www.laparks.org/dos/parks/facility/maeBoyerPk.htm,(818) 883-8531,12,34.19575619,-118.6469636
Parks,Elysian Park -  Avenue of the Palms,,,,Stadium,Way,,,,,,,,"Los Angeles
CA 90012
(34.0795, -118.249)",CA,90012,,(213) 485-5054,13,34.079493,-118.249133
Parks,Villa Cabrini Park,9401,,,Villa Cabrini,Dr,W,,,,,,,"Sun Valley
CA 91504
(34.2153, -118.339)",CA,91504,http://www.laparks.org/dos/parks/facility/villaCabriniPk.htm,(818) 899-4537,2,34.215329,-118.338525
Parks,Julian C. Dixon Ave. Park / 48th Street Park,4800,,S,Hoover,St,,,,,,,,"Los Angeles
CA 90037
(33.9994, -118.287)",CA,90037,http://www.laparks.org/dos/parks/facility/48thStreetPk.htm,(323) 233-4772,9,33.99941769,-118.2869822
Parks,Wilmington Veterans Park,1148,,N,Watson,Ave,,,,,,,,"Wilmington
CA 90744
(33.7858, -118.248)",CA,90744,,(310) 548-7675,15,33.785755,-118.248009
Parks,Aliso Canyon Park,,,,Sesnon,Blvd,,,,,Rinaldi,St,,"Northridge
CA 91326
(34.2789, -118.527)",CA,91326,http://www.laparks.org/dos/parks/facility/alisoCanyonPk.htm,(818) 756-8060,12,34.27891,-118.526823
Parks,Glassell Park,3650,,,Verdugo,Rd,,,,,,,,"Los Angeles
CA 90065
(34.1167, -118.233)",CA,90065,http://www.laparks.org/dos/parks/facility/glassellPk.htm,(323) 257-1863,1,34.11673874,-118.2331726
Parks,Echo Park,1632,,,Bellevue,Ave,,,,,,,,"Los Angeles
CA 90026
(34.0701, -118.261)",CA,90026,http://www.laparks.org/dos/reccenter/facility/echoParkRC.htm,(213) 250-3578,13,34.07012683,-118.2608082
Parks,Fred Roberts Park,4700,,S,Honduras,St,,,,,,,,"Los Angeles
CA 90011
(34.0009, -118.244)",CA,90011,http://www.laparks.org/dos/reccenter/facility/fredRobertsRC.htm,(323) 234-8650,9,34.00087496,-118.2439885
Parks,Andres Pico Adobe Park,10940,,,Sepulveda,Blvd,,,,,,,,"Mission Hills
CA 91345
(34.2685, -118.467)",CA,91345,http://www.laparks.org/dos/historic/andres.htm,(818) 365-7810,7,34.26854067,-118.4666357
Parks,Wabash Park,2765,,,Wabash,Ave,,,,,,,,"Los Angeles
CA 90033
(34.0507, -118.198)",CA,90033,http://www.laparks.org/dos/reccenter/facility/wabashRC.htm,(213) 262-6534,14,34.05070789,-118.1981928
Parks,White Point Nature Preserve & Education Center,,,,Paseo Del Mar,,,,,,Western,Ave,,"San Pedro
CA 90731
(33.7161, -118.315)",CA,90731,http://www.laparks.org/dos/parks/facility/whitePointPk.htm,(310) 561-0917,15,33.716114,-118.315303
Parks,Browns Creek Park,,,,Horse Flats Fire,Rd,,,,,,,,"Chatsworth
CA 91311
(34.288, -118.588)",CA,91311,http://www.laparks.org/dos/parks/facility/brownsCreekPk.htm,(818) 883-8531,12,34.288031,-118.588165
Parks,Griffith Park - Pony & Train Rides,3300,,N,Riverside,Dr,,,,,,,,"Los Angeles
CA 90027
(34.1177, -118.272)",CA,90027,http://www.laparks.org/dos/parks/griffithPK/ponyrides.htm,(323) 664-3266,4,34.117654,-118.27198
Parks,Lake View Terrace Park,11075,,,Foothill,Blvd,,,,,,,,"Lake View Terrace
CA 91342
(34.2747, -118.372)",CA,91342,http://www.laparks.org/dos/reccenter/facility/lakeviewTerraceRC.htm,(818) 899-8087,7,34.27465645,-118.3715831
Parks,Sepulveda Basin Wildlife Reserve,6350,,,Woodley,Ave,,,,,,,,"Van Nuys
CA 91406
(34.1785, -118.474)",CA,91406,http://www.laparks.org/dos/horticulture/sepulvedabasin.htm,(818) 756-7667,6,34.178515,-118.474043
Parks,Viking Park,,,,Viking,Ave,,,,,Nau,Ave,,"Northridge
CA 91326
(34.2799, -118.545)",CA,91326,http://www.laparks.org/dos/parks/facility/vikingPk.htm,(818) 368-8343,12,34.27995,-118.545154
Parks,Valley Plaza Park,12240,,,Archwood,St,,,,,,,,"North Hollywood
CA 91606
(34.192, -118.401)",CA,91606,http://www.laparks.org/dos/parks/facility/valleyPlazaPk.htm,(818) 765-5885,2,34.192008,-118.400894
Parks,Triangle Park (Marr Park),,,,Oxford,Ave,,,,,Marr,St,,"Venice
CA 90291
(33.9875, -118.456)",CA,90291,http://www.laparks.org/dos/parks/facility/trianglePk.htm,(310) 548-7675,11,33.987518,-118.456343
Parks,Sullivan Canyon Park,,,,Santa Monica Mountains,,,,,,,,,"Los Angeles
CA 90049
(34.0737, -118.509)",CA,90049,http://www.laparks.org/dos/parks/facility/sullivanCynPk.htm,(310) 840-2187,11,34.073715,-118.509023
Parks,Roscoe-Valley Circle Park,,,,Valley,Cir,,,,,Roscoe,Blvd,,"Canoga Park
CA 91304
(34.2196, -118.648)",CA,91304,http://www.laparks.org/dos/parks/facility/RoscoeValleyCirclePk.htm,(818) 883-3637,12,34.219649,-118.648127
Parks,Victory - Vineland Park,11117,,,Victory,Blvd,,,,,,,,"Los Angeles
CA 91606
(34.1869, -118.373)",CA,91606,http://www.laparks.org/dos/parks/facility/victoryVinelandPk.htm,(818) 985-9516,2,34.186926,-118.3727
Parks,Castle Peak Park,24220,1/2,,Clarington,Dr,,,,,,,,"West Hills
CA 91304
(34.2078, -118.653)",CA,91304,http://www.laparks.org/dos/parks/facility/castlePeakPk.htm,(818) 883-6641,12,34.20777332,-118.6528355
Parks,Pan Pacific Park,7600,,,Beverly,Blvd,,,,,,,,"Los Angeles
CA 90036
(34.0749, -118.355)",CA,90036,http://www.laparks.org/dos/parks/facility/panPacificPk.htm,(323) 939-8874,4,34.07487935,-118.3549473
Parks,76th Street Pocket Park,833,,W,76th,St,,,,,,,,"Los Angeles
CA 90044
(33.971, -118.288)",CA,90044,,(310) 548-7675,8,33.971023,-118.288267
Parks,El Sereno Arroyo Playground,5520,,,Concord,Ave,,,,,,,,"Los Angeles
CA 90032
(34.0798, -118.162)",CA,90032,,(323) 223-2764,14,34.07980496,-118.1618492
Parks,Evergreen Park,2844,,E,2nd,St,,,,,,,,"Los Angeles
CA 90033
(34.0391, -118.205)",CA,90033,http://www.laparks.org/dos/reccenter/facility/evergreenRC.htm,(323) 262-0397,14,34.03913003,-118.2045264
Parks,Rivas Canyon Park,,,,Oracle,Pl,,,,,,,,"Pacific Palisades
CA 90272
(34.0518, -118.516)",CA,90272,http://www.laparks.org/dos/parks/facility/rivasCynPk.htm,(310) 548-7675,11,34.051771,-118.516387
Parks,Westwood Park,1350,,S,Sepulveda,Blvd,,,,,,,,"Los Angeles
CA 90025
(34.0533, -118.448)",CA,90025,http://www.laparks.org/dos/reccenter/facility/westwoodRC.htm,(310) 473-3610,5,34.053257,-118.448297
Parks,Griffith Park - Pollywog Area,,,,Reese,Pl,,,,,Valley Heart,Dr,,"Burbank
CA 91506
(34.1564, -118.318)",CA,91506,,(310) 548-7675,4,34.156427,-118.317609
Parks,Verdugo Mountain Park,,,,Lanark,,,,,,Hollywood,,,"Los Angeles
CA 90028
(34.2134, -118.307)",CA,90028,http://www.laparks.org/dos/parks/facility/verdugoMtnPk.htm,(818) 756-8060,2,34.213355,-118.306962
Parks,Mcgroarty Cultural Art Center,7570,,,Mcgroarty,Ter,,,,,,,,"Tujunga
CA 91042
(34.2509, -118.297)",CA,91042,http://www.laparks.org/dos/parks/facility/mcGroartyPk.htm,(818) 352-5282,7,34.250876,-118.297399
Parks,Van Nuys Sherman Oaks Park,14201,,,Huston,St,,,,,,,,"Sherman Oaks
CA 91423
(34.1595, -118.443)",CA,91423,http://www.laparks.org/dos/reccenter/facility/vanNuysSORC.htm,(818) 783-5121,4,34.15952933,-118.4425227
Parks,Everett Triangle Park,1010,,,Everett,St,,,,,,,,"Echo Park
CA 90026
(34.0702, -118.249)",CA,90026,http://www.laparks.org/dos/parks/facility/everettPk.htm,(213) 485-5054,1,34.070201,-118.248722
Parks,Griffith Park - Easter Field,,,,Rancho,Ave,,,,,Western,Ave,,"Glendale
CA 90027
(34.1586, -118.303)",CA,90027,http://www.laparks.org/dos/parks/griffithpk/,(323) 913-4688,4,34.15857872,-118.3029327
Parks,Pan Pacific Park - Renee's Place,7600,,,Beverly,Blvd,,,,,,,,"Los Angeles
CA 90036
(34.0749, -118.355)",CA,90036,http://www.laparks.org/dos/playground/facility/panPacificUAPPk.htm,(323) 939-8874,4,34.07487935,-118.3549473
Parks,Whitsett Fields Park,,,,Whitsett,Ave,,,,,Van Owen,,,"North Hollywood
CA 91606
(34.1985, -118.405)",CA,91606,http://www.laparks.org/dos/parks/facility/whitsettFieldsPk.htm,(818) 765-5885,2,34.198513,-118.404992
Parks,Ramona Gardens Park,2830,,,Lancaster,Ave,,,,,,,,"Los Angeles
CA 90033
(34.0258, -118.276)",CA,90033,http://www.laparks.org/dos/parks/facility/ramonaGardensPk.htm,(213) 847-2961,14,34.02577497,-118.2759103
Parks,De Neve Square Park,314,,,Beverly Glen,,,,,,,,,"Los Angeles
CA 90077
(34.0842, -118.435)",CA,90077,http://www.laparks.org/dos/parks/facility/deNeveSquPk.htm,(310) 840-2186,5,34.08425,-118.43496
Parks,Mandeville Canyon Park,,,,Mandeville Fire,,,,,,Westridge,,,"Los Angeles
CA 90049
(34.0855, -118.509)",CA,90049,http://www.laparks.org/dos/parks/facility/mandevilleCanyonPk.htm,(310) 589-3200,11,34.085468,-118.509006
Parks,East Los Angeles Park,3160,,E,Minnesota,St,,,,,,,,"Los Angeles
CA 90031
(34.0771, -118.207)",CA,90031,http://www.laparks.org/dos/parks/facility/eastLAPk.htm,(323) 225-3329,1,34.07714,-118.20731
Parks,Valley Glen Community Park,,,,Erwin,St,,,,,Ethel,Ave,,"Van Nuys
CA 91436
(34.183, -118.418)",CA,91436,http://www.laparks.org/dos/parks/facility/valleyGlenPk.htm,(818) 766-8445,2,34.182953,-118.418285
Parks,Libbit Park,5101,,,Libbit,Ave,,,,,,,,"Van Nuys
CA 91436
(34.1625, -118.488)",CA,91436,http://www.laparks.org/dos/parks/facility/libbitPark.htm,(818) 756-7667,5,34.16248827,-118.4880815
Parks,Bellevue Park,826,,,Lucille,Ave,,,,,,,,"Los Angeles
CA 90026
(34.084, -118.283)",CA,90026,http://www.laparks.org/dos/reccenter/facility/bellevueRC.htm,(323) 664-2468,13,34.084016,-118.283446
Parks,Glenhurst Park,2932,,,Glenhurst,Ave,,,,,,,,"Los Angeles
CA 90039
(34.1102, -118.253)",CA,90039,http://www.laparks.org/dos/parks/facility/glenhurstPk.htm,(213) 847-0926,13,34.110233,-118.252805
Parks,Robert F. Kennedy Inspiration Park,3400,,W,Wilshire,Blvd,,,,,,,,"Los Angeles
CA 90010
(34.0617, -118.298)",CA,90010,,(213) 485-5572,10,34.06173,-118.297572
Parks,East Wilmington Vest Pocket Park,1300,,E,O,St,,,,,,,,"Wilmington
CA 90744
(33.7925, -118.248)",CA,90744,http://www.laparks.org/dos/parks/facility/eastWilmingtonVestPocketPk.htm,(310) 548-7675,15,33.79253,-118.248116
Parks,Reynier Park,2803,,S,Reynier,Ave,,,,,,,,"Los Angeles
CA 90035
(34.0356, -118.386)",CA,90035,http://www.laparks.org/dos/parks/facility/reynierPk.htm,(310) 836-1040,10,34.03563676,-118.3861321
Parks,Vanalden Park,8956,,,Vanalden,Ave,,,,,,,,"Northridge
CA 91324
(34.2332, -118.547)",CA,91324,http://www.laparks.org/dos/parks/facility/vanaldenPk.htm,(818) 363-8343,12,34.233207,-118.547435
Parks,North Hollywood Park / Dave Potell Memorial Sports Facility,11455,,,Magnolia,Blvd,,,,,,,,"North Hollywood
CA 91601
(34.1651, -118.382)",CA,91601,http://www.laparks.org/dos/reccenter/facility/davePotellMemSp.htm,(818) 763-5126,2,34.165107,-118.381644
Parks,Lincoln Park,3501,,,Valley,Blvd,,,,,,,,"Los Angeles
CA 90031
(34.0656, -118.202)",CA,90031,http://www.laparks.org/dos/parks/facility/lincolnPk.htm,(213) 847-1726,1,34.06561417,-118.2018369
Parks,Wilmington Town Square Park,,,N,Avalon,Pl,,,,,I,St,,"Wilmington
CA 90744
(33.781, -118.262)",CA,90744,http://www.laparks.org/dos/parks/facility/wilmingtonTownPk.htm,(310) 548-7675,15,33.780997,-118.261862
Parks,Barrington Park,333,,S,Barrington,Ave,,,,,,,,"Los Angeles
CA 90049
(34.0614, -118.469)",CA,90049,http://www.laparks.org/dos/reccenter/facility/barringtonRC.htm,(310) 476-4866,11,34.06137723,-118.4686951
Parks,Seoul International Park,3250,,,San Marino,St,,,,,,,,"Los Angeles
CA 90006
(34.0544, -118.302)",CA,90006,http://www.laparks.org/dos/parks/facility/seoulInterPk.htm,(213) 383-7549,10,34.05435479,-118.3016258
Parks,Laurel Canyon Park,8260,,,Mulholland,Dr,,,,,,,,"Studio City
CA 90046
(34.1222, -118.378)",CA,90046,http://www.laparks.org/dos/parks/facility/laurelCanyonPk.htm,(818) 766-8445,4,34.122205,-118.37808
Parks,Hartland Mini Park,6830,,N,Woodman,Ave,,,,,,,,"Van Nuys
CA 91405
(34.1948, -118.431)",CA,91405,http://www.laparks.org/dos/parks/facility/hartlandMiniPk.htm,(818) 506-7456,2,34.194811,-118.430887
Parks,Corbin Canyon Park,4720,,,Corbin,Ave,,,,,,,,"Tarzana
CA 91356
(34.1573, -118.563)",CA,91356,,(818) 883-6641,3,34.157327,-118.563498
Parks,Ramon D. Garcia Park,1016,,S,Fresno,St,,,,,,,,"Los Angeles
CA 90023
(34.0276, -118.206)",CA,90023,http://www.laparks.org/dos/reccenter/facility/ramonGarciaRC.htm,(323) 265-4755,14,34.027589,-118.206397
Parks,Delano Park,15100,,,Erwin,St,,,,,,,,"Van Nuys
CA 91411
(34.1828, -118.462)",CA,91411,http://www.laparks.org/dos/reccenter/facility/delanoRC.htm,(818) 756-8529,6,34.18280315,-118.4621585
Parks,Van Nuys Park,14301,,,Vanowen,St,,,,,,,,"Van Nuys
CA 91405
(34.1941, -118.445)",CA,91405,http://www.laparks.org/dos/reccenter/facility/VanNuysRC.htm,(818) 756-8131,6,34.19405925,-118.4446325
