APN,Registered Date,Property Type,Property Location,Zip Code,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Contact Phone
2027043022,09/08/2014,Single Family,"7301 N RUTHERFORD HILL DR
Los Angeles, CA 91304
(34.20383806600006, -118.65110064499999)",,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2027045015,01/21/2014,Single Family,"7423 N DORIE DR
Los Angeles, CA 91304
(34.20642571700006, -118.64793035199995)",,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
2027046001,09/08/2014,Single Family,"24024 W HILLHURST DR
Los Angeles, CA 93063
(34.20580618100007, -118.64997847599994)",,12,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2027050005,05/06/2014,Single Family,"24332 W HILLHURST DR
Los Angeles, CA 91307
(34.203290640000034, -118.65135281899995)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2028010018,11/21/2014,Single Family,"7131 N SCARBOROUGH PEAK DR
Los Angeles, CA 91307
(34.200301043000024, -118.65345001399999)",,12,Gree Tree Servicing LLC,Property Preservation Department,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405 ,909-289-1453
2028012015,07/09/2014,Single Family,"23601 W VANOWEN ST
Los Angeles, CA 91307
(34.193217967000066, -118.64047877699994)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2028013015,03/10/2014,Single Family,"23467 W SCHOOLCRAFT ST
Los Angeles, CA 91307
(34.19336085000003, -118.63891282599997)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2028020015,12/10/2014,Single Family,"23418 W BALMORAL LANE
Los Angeles, CA 91307
(34.198554184000045, -118.63657369399999)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2028020016,05/06/2014,Single Family,"23414 W BALMORAL LANE
Los Angeles, CA 91307
(34.19872356900004, -118.636463075)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2028023012,05/08/2014,Single Family,"7136 N GATESHEAD WAY
Los Angeles, CA 91307
(34.19966728800006, -118.63996716399998)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2028028019,11/06/2014,Single Family,"24048 W HIGHLANDER RD
Los Angeles, CA 91307
(34.19591315400004, -118.64959447899997)",,12,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2028034011,05/15/2014,Single Family,"24201 W HIGHLANDER ROAD
Los Angeles, CA 91307
(34.19649736100007, -118.65203040199998)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2031002063,06/17/2014,Single Family,"6825 N VALLEY CIRCLE BLVD
Los Angeles, CA 91307
(34.195095034000076, -118.65686191999998)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2031007052,10/27/2014,Single Family,"6934 N CASTLE PEAK DR
Los Angeles, CA 91307
(34.198258047000024, -118.65988665999998)",,12,Deutsche Bank National Trust Company c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2032011022,06/17/2014,Single Family,"6157 N JARED CT
Los Angeles, CA 91367
(34.18315163300008, -118.65769041099998)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2032011027,12/11/2014,Single Family,"6150 N JARED CT
Los Angeles, CA 91367
(34.18297187700006, -118.65756942099995)",,3,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2032011073,06/09/2014,Single Family,"6171 N VALLEY CIRCLE BLVD
Los Angeles, CA 91367
(34.182976874000076, -118.65610437299995)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2032013048,07/09/2014,Single Family,"24365 W CLIPSTONE ST
Los Angeles, CA 91367
(34.17903107300003, -118.65630767199997)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2032017002,10/01/2014,Single Family,"5936 N MAURY AVE
Los Angeles, CA 91367
(34.178224476000025, -118.66093638899997)",,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2032018001,10/27/2014,Single Family,"5951 N MAURY AVE
Los Angeles, CA 91367
(34.17868999800004, -118.66097095699996)",,3,U.S. Bank National Association C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2032018002,06/09/2014,Single Family,"24609 W EILAT ST
Los Angeles, CA 91367
(34.17864736300004, -118.66144800199999)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2032019011,05/06/2014,Single Family,"6146 N ROD AVE
Los Angeles, CA 91367
(34.18286356200008, -118.66276621199995)",,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2032019025,09/18/2014,Single Family,"6043 N MAURY AVE
Los Angeles, CA 91367
(34.18069496800007, -118.66092256099995)",,3,Capital One,Levitia Costner,800-468-1743,Assurant Field Asset Services c/o New Beginning Properties,Lourdes Chavez,445  W 34 ST  San Bernardino CA 92405 ,909-289-1453
2032025009,07/09/2014,Single Family,"6454 N ELLENVIEW AVE
Los Angeles, CA 91307
(34.18710626400008, -118.65725715299999)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2032025018,10/27/2014,Single Family,"6425 N VALLEY CIRCLE TER
Los Angeles, CA 91307
(34.18634575800007, -118.65602190699997)",,12,Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2032027070,11/17/2014,Single Family,"5901 N VISTA DE LA
LUZ Los Angeles, CA 91367
(34.17858424700006, -118.60957898599997)",,3,NationStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2033002022,11/26/2014,Single Family,"6421 N NEDDY AVE
Los Angeles, CA 91307
(34.186424113000044, -118.65342235899999)",,12,JPMorgan Chase Bank c/o Select Portfolio Servicing,n/a n/a,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2033006006,07/15/2014,Single Family,"23927 W MOBILE ST
Los Angeles, CA 91307
(34.18789788200007, -118.64742473199999)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2033008001,05/15/2014,Single Family,"23951 W GILMORE ST
Los Angeles, CA 91307
(34.18685737100003, -118.64815412599995)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2033009014,05/08/2014,Single Family,"6548 N TONY AVE
Los Angeles, CA 91307
(34.18968968000007, -118.64486666599998)",,12,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2033010011,10/29/2014,Single Family,"6400 N KENWATER PL
Los Angeles, CA 91307
(34.18754067400005, -118.64425710899997)",,12,PHH Mortgage,Lawrence Riggs,856-917-2828,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606 ,714-559-7835
2033015003,09/25/2014,Single Family,"24242 W VICTORY BLVD
Los Angeles, CA 91367
(34.18481322300005, -118.65351338899995)",,3,"B&B Funding, LLC",Cheryl Bobrowicz,866-533-6600,Expert Real Estate & Investment,Caroline Gim,9447   Firestone BLVD  Downey CA 92507 ,562-861-4311
2034006022,09/08/2014,Single Family,"6640 N FRANRIVERS AVE
Los Angeles, CA 91307
(34.191657777000046, -118.65568428799997)",,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2034011019,08/13/2014,Single Family,"6631 N PLATT AVE
Los Angeles, CA 91307
(34.19094105800008, -118.64285247799995)",,12,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Code Compliance,Code Violations,7105   CORPORATE DR   PLANO  TX 75024 ,877-340-0060
2034013007,05/12/2014,Single Family,"24143 W KITTRIDGE ST
Los Angeles, CA 91307
(34.19174765500003, -118.65220554899997)",,12,Capital One,Levitia Costner,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
2034013017,08/01/2014,Single Family,"24112 W ARCHWOOD ST
Los Angeles, CA 91307
(34.19232379600004, -118.65106478999996)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2034018015,04/09/2014,Single Family,"6501 N FRANRIVERS AVE
Los Angeles, CA 91307
(34.18812488100008, -118.65425200199996)",,12,NATIONSTAR MORTGAGE LLC,Paula Acosta,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
2034018021,05/06/2014,Single Family,"6530 N VALLEY CIRCLE BLVD
Los Angeles, CA 91307
(34.189089341000056, -118.65525794399997)",,12,Rushmore Loan Management Services,Enrique Orozco,800-468-1743,Field Asset Services c/o N&C Services Inc.-South,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078 ,760-736-0067
2034019056,11/19/2014,Single Family,"6557 N CLEOMOORE AVE
Los Angeles, CA 91307
(34.18971387800008, -118.65121228199996)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2034022045,11/05/2014,Single Family,"23907 W HAMLIN ST
Los Angeles, CA 91307
(34.188877321000064, -118.64688546399998)",,12,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2034023033,06/09/2014,Single Family,"23738 W KITTRIDGE ST
Los Angeles, CA 91307
(34.19069331700007, -118.64425134799995)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2034029045,10/27/2014,Single Family,"23939 W VANOWEN ST
Los Angeles, CA 91307
(34.19367772700008, -118.64783609699998)",,12,"U.S. Bank NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2034032041,10/27/2014,Single Family,"23840 W HARTLAND ST
Los Angeles, CA 91307
(34.19433337600003, -118.64594174499996)",,12,"U.S. Bank NA, c/o Select Portfolio Servicing",NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2035008008,08/20/2014,Single Family,"23513 W FRIAR ST
Los Angeles, CA 91367
(34.185657846000026, -118.63981851999995)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2035013012,06/09/2014,Single Family,"23414 W ERWIN ST
Los Angeles, CA 91367
(34.181903712000064, -118.63723510399996)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2035022030,07/31/2014,Single Family,"23220 W SYLVAN ST
Los Angeles, CA 91367
(34.184563178000076, -118.63236901799996)",,3,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2036014018,08/12/2014,Single Family,"23337 W MOBILE ST
Los Angeles, CA 91307
(34.18819747500004, -118.63597911699998)",,12,Select Portfolio Servicing Inc,Rockbridge Group,800-962-6010,Tom Jackman,Chandra Balle,1   Polaris Way ST  Aliso Viejo CA 92656 ,949-292-5582
2036015011,08/04/2014,Single Family,"23409 W MOBILE ST
Los Angeles, CA 91307
(34.188228587000026, -118.63700810399996)",,12,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,National Real Estate Solutions,Mingham Brian,299  W Hillcrest DR 117 Thousand Oaks CA 91360 ,805-496-1084
2036017011,10/27/2014,Single Family,"23300 W HAYNES ST
Los Angeles, CA 91307
(34.18980260400008, -118.63473926099999)",,12,Bank of New York Mellon C/O Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2038013019,12/01/2014,Single Family,"23008 W HAMLIN ST
Los Angeles, CA 91307
(34.18897296100005, -118.62862986299996)",,12,BAC HOME LOANS SERVICING,SAFEGUARD COMPLIANCE,800-852-8306,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010 ,213-804-7437
2038018001,09/08/2014,Single Family,"6601 N DANNYBOYAR AVE
Los Angeles, CA 91307
(34.19004112600004, -118.63044240299996)",,12,Nationstar Mortgage,Dawn Campos,888-456-0714,"NEW BEGINNING PROPERTIES, INC",JOSE CHAVEZ,445  W 34th ST  San Bernardino CA 92405 ,877-339-8202
2038018026,11/06/2014,Single Family,"6642 N WOODLAKE AVE
Los Angeles, CA 91307
(34.19106089500008, -118.63144603999996)",,12,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2038019005,01/14/2014,Single Family,"23034 W VANOWEN ST
Los Angeles, CA 91307
(34.193662748000065, -118.62893982699995)",,12,ONE WEST BANK,LEAH COLLINS,800-468-1743,Field Asset Services c/o EZ Maintenance,Leo Aceves,2551   Hyler AVE  Los Angeles CA 90041 ,800-468-1743
2038022026,06/09/2014,Single Family,"22708 W CRISWELL ST
Los Angeles, CA 91307
(34.19062302800006, -118.62230959799996)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2038034016,06/09/2014,Single Family,"6537 N SHOUP AVE
Los Angeles, CA 91307
(34.189330168000026, -118.61464231399998)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2038035010,08/20/2014,Single Family,"22446 W GILMORE ST
Los Angeles, CA 91307
(34.18774347600004, -118.61637880299998)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2038035014,08/05/2014,Single Family,"22419 W VICTORY BLVD
Los Angeles, CA 91307
(34.186478270000066, -118.61545928199996)",,12,Selene Finance,Amy West,713-587-9723,Bron Inc,Eric Moore,41707   Winchester RD 201 Temecula CA 92590 ,951-970-3899
2038035017,07/15/2014,Single Family,"22447 W VICTORY BLVD
Los Angeles, CA 91307
(34.186478270000066, -118.61635921399994)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2038039006,09/03/2014,Single Family,"22535 W GILMORE ST
Los Angeles, CA 91307
(34.18778841500006, -118.61809915999999)",,12,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2038039033,11/06/2014,Single Family,"6544 N CAPISTRANO AVE
Los Angeles, CA 91307
(34.18949033500007, -118.61668646199996)",,12,Resurgent Capital,Johan Correa,866-825-2174,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2039005114,06/09/2014,Single Family,"6145 SHOUP
Los Angeles, CA 91367
(34.18281055700004, -118.61463309599998)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2039009004,09/08/2014,Single Family,"23049 W CALVERT ST
Los Angeles, CA 91367
(34.18101760700006, -118.62941917599994)",,3,SolutionStar,Paula Acosta,972-315-8837,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2039013039,10/21/2014,Single Family,"22835 W STYLES ST
Los Angeles, CA 91367
(34.183777322000026, -118.62474321699995)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2039016002,06/27/2014,Single Family,"6023 N FALLBROOK AVE
Los Angeles, CA 91367
(34.179659325000046, -118.62337895299999)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2039016013,07/09/2014,Single Family,"22935 W OXNARD ST
Los Angeles, CA 91367
(34.17918778300003, -118.62660991299998)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2039016017,12/10/2014,Single Family,"22917 W OXNARD ST
Los Angeles, CA 91367
(34.17919815400006, -118.62600957399997)",,3,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2039017007,06/27/2014,Single Family,"6046 N FALLBROOK AVE
Los Angeles, CA 91367
(34.18051060300007, -118.62331669199995)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
2039017021,10/27/2014,Single Family,"22623 W OXNARD ST
Los Angeles, CA 91367
(34.17922811300008, -118.619559101)",,3,HSBC Bank USA NA c/o Select Portfolio Servicing,NA NA,888-349-8964,Safeguard Properties,NA NA,7887   Safeguard Cir  Valley View OH 44125 ,877-340-0060
2039021034,05/14/2014,Single Family,"22641 W FRIAR ST
Los Angeles, CA 91367
(34.185488460000045, -118.62041870299998)",,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2039026012,08/01/2014,Single Family,"6206 N KENTLAND AVE
Los Angeles, CA 91367
(34.18313319600003, -118.61767051099997)",,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS,MCS Standard Field Services LLC,4646   Natick AVE 201 Sherman Oaks CA 91403 ,323-363-4863
2040003013,03/11/2014,Single Family,"5902 N FALLBROOK AVE
Los Angeles, CA 91367
(34.17755039100007, -118.62330632099997)",,3,"Wells Fargo Bank, N.A., as Trustee, c/o Select Portfolio Servicing",Code Violations,888-349-8964,Safeguard Properties,Code Compliance,7887   Safeguard Cir  Valley View OH 44125 ,800-852-8306
2040004002,07/31/2014,Single Family,"22626 W CALIFA ST
Los Angeles, CA 91367
(34.177372940000055, -118.61984947599996)",,3,"Ocwen Loan Servicing, LLC",Reid Schermer,770-612-7007,PPS,Trevethan Aaron,30011   Ivy Glenn DR 224 Laguna Niguel CA 92677 ,949-612-0342
2040004074,06/09/2014,Single Family,"22701 W HATTERAS ST
Los Angeles, CA 91367
(34.17586806000003, -118.62120916799995)",,3,Wells Fargo Bank N.A.,Nancy Nowakowski,877-617-5274,Lender Processing Services,Nancy Nowakowski,1003  E Brier DR  San Bernardino CA 92408 ,877-617-8274
