Client Prefix,Client First Name,Client Middle Name,Client Last Name,Client Suffix,Lobbying Firm,Registration Year,Date Representation Began,Date Terminated,Date Registered,Client Street Address,Client Street Address 2,Client City,Client State,Client Zip,Client Zip+4,Client Area Code,Client Telephone,Client Telephone Ext,Client Email,Client Alt Area Code,Client Alt Telephone,Client Alt Telephone Ext,Client Fax Area Code,Client Fax Number,Client Website,City Agencies,Lobbying Firm Registration Form
,,,SP Plus,,Ken Spiker And Assoc Inc,2013,01/01/2013,12/31/2013,05/02/2013,1055 West 7th Street,Suite 1500,Los Angeles,CA,90017,,213,488-3175,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2154
,,,"United Valet Parking, Inc.",,Ken Spiker And Assoc Inc,2013,01/01/2013,12/31/2013,05/02/2013,5839 Green Valley Circle,,Culver City,CA,90230,,310,6427740,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2154
,,,Los Angeles Outdoor Advertising Coalition,,Stacy Miller Public Affairs,2013,01/10/2013,12/31/2013,05/07/2013,PO Box 55745,,Valencia,CA,91381,,818,402-5806,,,,,,,,,"Mayor, Office of | City Attorney, Office of | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2162
,,,LA Urban Homes,,"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",2013,04/23/2013,12/31/2013,05/13/2013,475 Washington Blvd.,,Marina Del Rey,CA,90292,,213,827-0171,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Planning, City | Public Works, Board of | Transportation (LADOT, DOT)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2176
,,,Otis College of Art and Design,,"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",2013,04/23/2013,12/31/2013,05/13/2013,9045 Lincoln Blvd.,,Los Angeles,CA,90045,,310,665-6940,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2176
,,,Westport Realty,,"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",2013,04/23/2013,12/31/2013,05/13/2013,433 N Camden Drive #820,,Beverly Hills,CA,90210,,310,550-1570,,,,,,,,,"City Council (incl. Districts and Committees) | Building and Safety | Neighborhood Councils | Planning, City | Public Works, Board of",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2176
,,,City of Ontario,,Cartozian Associates,2013,05/13/2013,12/31/2013,05/13/2013,"303 East ""B"" Street",,Ontario,CA,91764,,562,852-1991,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2178
,,,Evo Homeowners Association,,"Glaser, Weil, Fink, Jacobs, Howard, Avchen & Shapiro, LLP",2013,04/23/2013,12/31/2013,05/14/2013,1155 S. Grand Ave.,,Los Angeles,CA,90015,,213,741-2700,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2176
,,,"Attucks Asset Management, LLC",,"Attucks Asset Management, LLC",2013,01/01/2013,12/31/2013,05/20/2013,321 North Clark Street,Suite 1450,Chicago,IL,60654,,312,422-9900,,KWickliffe@attucksfunds.com,913,312-8081,,312,422-9901,attucksfunds.com,Fire and Police Pension | LA City Employees' Retirement System (LACERS),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2181
,,,"Mercury Air Group, Inc.",,"Mercury Air Group, Inc.",2013,01/01/2013,12/31/2013,05/29/2013,"2780 Skypark Drive, Suite 300",,Torrance,CA,90505,,310,827-5778,5101,flora@politicallaw.com,,,,310,827-6897,,"City Council (incl. Districts and Committees) | Airports, Los Angeles World (LAWA, LAX) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2193
,,,David Gershwin Consulting on behalf of Clear Channel Outdoor,,Greer/Dailey,2013,01/01/2013,12/31/2013,06/06/2013,6230-A Wilshire Blvd. Ste. 1198,,Los Angeles,CA,90048,,323,791 2319,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2200
,,,Fox Studios,,Greer/Dailey,2013,01/01/2013,12/31/2013,06/06/2013,P.O. Box 900,,Beverly Hills,CA,90213,,310,369,3056,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2200
,,,Harvard-Westlake School,,Greer/Dailey,2013,01/01/2013,12/31/2013,06/06/2013,700 N. Faring Rd.,,Los Angeles,CA,90077,,310,288 3255,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2200
,,,NBC Universal Studios,,Greer/Dailey,2013,01/01/2013,12/31/2013,06/06/2013,"100 Universal City Plaza, Bldg 1280 ",,Universal City,CA,91608,,818,777 5757,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2200
,,,Next Century Associates,,Greer/Dailey,2013,01/01/2013,12/31/2013,06/06/2013,"1999 Avenue of the Stars, Ste. 2850",,Los Angeles,CA,90067,,310,824 2200,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2200
,,,iStar Financial Inc.,,"Cox, Castle & Nicholson LLP",2013,06/01/2013,12/31/2013,06/07/2013,4350 Von Kaman Avenue ,Suite 225,Newport Beach,CA,92660,,949,567-2402,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2204
,,,Charles Company,,Edith Perez,2013,01/01/2013,03/31/2013,02/05/2013,9034 WEST SUNSET BOULEVARD,,LOS ANGELES,CA,90069,,310,247-0900,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2231
,,,Raytheon Company,,Rogers Ruder Finn,2013,01/22/2013,06/30/2013,01/22/2013,299 N. Euclid Ave.,,Pasadena,CA,91101,,626,744-5489,,eabdoli@nmgovlaw.com,415,389-6800,,415,388-6874,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2236
,,,Altria Client Services Inc.,,Morris and Swanson,2013,01/02/2013,12/31/2013,01/02/2013,"1415 L Street, Suite 150",,Sacramento,CA,95814,,800,626,5403,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2239
,,,"Napier Park Global Capital, LLC",,"Napier Park Global Capital, LLC",2013,04/01/2013,12/31/2013,04/05/2013,"399 Park Avenue, 7th Floor",,New York,NY,10022,,212,235-0717,,sonia.plata@napierparkglobal.com,,,,,,,Fire and Police Pension | LA City Employees' Retirement System (LACERS),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2253
,,,Doheny Eye Institute,,Elkins Kalt Weintraub Reuben Gartside LLP,2013,01/01/2013,12/31/2013,01/28/2013,1450 San Pablo Street,,Los Angeles,CA,90033,1088,323,442-7100,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2256
,,,"Hudson Pacific Properties, Inc.",,Elkins Kalt Weintraub Reuben Gartside LLP,2013,01/01/2013,12/31/2013,01/28/2013,11601 Wilshire Boulevard,Suite 1600,Los Angeles,CA,90025,,310,455-5700,,,,,,310,455-5710,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2256
,,,"Kilroy Realty Corporation; Kilroy Realty, L.P.; KR 6255 Sunset, LLC",,Elkins Kalt Weintraub Reuben Gartside LLP,2013,01/01/2013,12/31/2013,01/28/2013,"12200 W. Olympic Blvd., Suite 200",,Los Angeles,CA,90064,,310,481-8400,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2256
,,,The Clarett Group,,Elkins Kalt Weintraub Reuben Gartside LLP,2013,01/01/2013,12/31/2013,01/28/2013,"1901 Avenue of the Stars, Ste. 1465",,Los Angeles,CA,90067,,310,807-8405,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2256
,,,"MILD Enterprises, Ltd.",,Elkins Kalt Weintraub Reuben Gartside LLP,2013,06/24/2013,12/31/2013,07/09/2013,12011 San Vicente Boulevard,Suite 700,Los Angeles,CA,90049,,310,476-5633,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2256
,,,David Gershwin Consulting on behalf of Clear Channel Outdoor,,MJB Strategies ,2013,04/01/2013,06/30/2013,04/09/2013,6230-A Wilshire Blvd,Suite 1198,Los Angeles,CA,90048,5126,323,7912319,,,,,,,,,Neighborhood Councils,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2264
,,,Forestar Real Estate Group,,Wayne Avrashow - Law Offices,2013,01/01/2013,12/31/2013,01/15/2013,370 N. Westlake Bvd.,Suite 130,Westlake Village,CA,91361,,805,494-0764,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2268
,,,Stanley Hill LLC ,,Wayne Avrashow - Law Offices,2013,01/01/2013,12/31/2013,01/15/2013,1061- 1/2 North Spaulding Avenue,,Los Angeles,CA,90046,,323,807-6388,,terryavgi@oceangroupca.com,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2268
,,,"T-Mobile USA, Inc",,"T-Mobile USA, Inc",2013,01/01/2013,12/31/2013,01/05/2013,"4100 Guardian St., Suite 101",,Simi Valley,CA,93063,,805,584-5777,,sscally@nmgovlaw.com,,,,415,388-6874,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2269
,,,SunPower Corporation,,"Riverview Capital Investments, Inc.",2013,04/01/2013,12/31/2013,05/23/2013,1414 Harbor Way South,,Richmond,CA,94804,,510,540-0550,,,,,,,,www.sunpowercorp.com,"Mayor, Office of | City Council (incl. Districts and Committees) | Water & Power (DWP)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2271
,,,"Audax Management Company, LLC and its subsidiary Audax Management Company (NY), LLC",,"Audax Management Company, LLC and its subsidiary Audax Management Company (NY), LLC",2013,01/01/2013,12/31/2013,04/18/2013,101 Huntington Avenue,,Boston,MA,02199,,617,8591500,,dawn@olsonhagel.com,,,,617,8591600,,Fire and Police Pension | LA City Employees' Retirement System (LACERS) | Water & Power (DWP),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2276
,,,"LBC Credit Management, L.P.",,Stefanie Langer,2013,07/01/2013,12/31/2013,07/19/2013,2929 Arch Street ,Suite 1550,Philadelphia ,PA,19104,,215,972-8900,,,,,,,,,Fire and Police Pension | LA City Employees' Retirement System (LACERS),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2292
,,,"Patriot Financial Manager, L.P.",,Stefanie Langer,2013,07/01/2013,12/31/2013,07/19/2013,2929 Arch Street ,27th Floor,Philadelphia,PA,19104,,215,988-6800,,,,,,,,,Fire and Police Pension | LA City Employees' Retirement System (LACERS),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2292
,,,1775 N. Summitridge,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,c/o One80 Center,8530 Appian Way,Los Angeles,CA,90046,,888,593-2301,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,"228 S. Main Street, LLC",,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,P.O. Box 6528,,Malibu,CA,90264,,310,457-8130,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,Champion Real Estate Company,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,"11601 Wilshire Blvd., Ste. 1650",null,Los Angeles,CA,90025,,310,312-8020,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,"Chinese Theatre, LLC",,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,6925 Hollywood Boulevard,null,Hollywood,CA,90028,,323,465-4847,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,Cooperative of American Physicians,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,"333 S. Hope Street, 8th Floor",,Los Angeles,CA,90071,,213,473-8688,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,Flying Food Group,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,"212 N. Sangamon Street, Suite 1A",,Chicago,IL,60607,,312,243-2122,31,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,"Forest City Residential West, Inc.",,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,"949 S. Hope Street, Suite 100",,Los Angeles,CA,90015,,213,488-0010,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,"Harridge Development Group, LLC",,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,"6399 Wilshire Blvd., Suite 208",,Los Angeles,CA,90048,,323,658-1511,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,"Hollywood Orange Land, LLC",,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,c/o Worchell Propertues,"4221 Wilshire Blvd., Suite 430",Los Angeles,CA,90010,,323,934-1400,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,Hudson Capital LLC,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,11601 Wilshire Boulevard,null,Los Angeles,CA,90025,,310,445-5700,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,Icon LA Ultra Lounge,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,"907 E. 12th Street, Suite 401",,Los Angeles,CA,90021,,714,469-6995,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,John,,Ladner,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,7302 Mulholland Drive,,Los Angeles,CA,90046,,323,304-4285,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,Millennium Partners LA,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,"1680 North Vine Street, Suite 1000",null,Los Angeles,CA,90028,,323,464-8888,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,RECP Sydell Wilshire,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,3515 Wilshire Boulevard,null,Los Angeles,CA,90010,,805,822-4817,,slavelle@sydellgroup.com,,,,,,www.sydellgroup.com,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,Taft Owner Partners LLC,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,"11150 Santa Monica Blvd., Suite 1020",null,Los Angeles,CA,90025,,310,734-0883,,jay.glaubach@dljrecp.com,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,Petros,,Taglyan,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,5263 Santa Monica Blvd.,null,Los Angeles,CA,90029,,323,697-7776,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,The Walt Disney Company,,"Sheppard, Mullin, Richter & Hampton LLP",2013,01/01/2013,12/31/2013,05/23/2013,500 S. Buena Vista Street,,Burbank,CA,91521,,818,560-8944,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2293
,,,Morgan Stanley Investment Management (MSIM),,Morgan Stanley Investment Management (MSIM),2013,04/18/2013,12/31/2013,04/18/2013,522 5th Avenue,20th Floor,New York,NY,10036,,212,296-7601,,kreese@skadden.com,202,371-7027,,212,507-8416,http://www.morganstanley.com,Fire and Police Pension | LA City Employees' Retirement System (LACERS) | Water & Power (DWP),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2299
,,,"Verizon Communications, Inc and its affiliates",,"Verizon Communications, Inc and its affiliates",2013,02/01/2013,12/31/2013,02/06/2013,"2535 W. Hillcrest Drive, 2nd floor",,Newbury Park,CA,91320,,916,441-3530,,laura.h.bennett@verizon.com,,,,916,441-4639,verizon.com,"Mayor, Office of | City Attorney, Office of | City Council (incl. Districts and Committees) | Information Technology Agency (ITA) | Planning, City",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2302
,,,Bridge Housing Corporation,,Douglas LLC,2013,03/01/2013,12/31/2013,04/26/2013,"17200 Von Karman, St. 600",,Irvine,Ca,92612,,949,622-5510,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2308
,,,Forest City,,Douglas LLC,2013,03/01/2013,12/31/2013,07/08/2013,875 Howard St.,,San Francisco,CA,94103,,415,836-5980,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2308
,,,Affirmed Housing Group,,Douglas LLC,2013,06/01/2013,12/31/2013,07/26/2013,13520 Evening Creek Drive North,,San Diego,CA,92128,,858,679-2828,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2308
,,,Power Company of Wyoming LLC & TransWest Express LLC,,Energy Strategies,2013,01/01/2013,06/30/2013,02/05/2013,"555 17th Street, Suite 2400",,Denver,CO,80202,,303,299-1342,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2318
,,,Microsoft Corporation,,Microsoft Corporation,2013,01/01/2013,12/31/2013,04/29/2013,"c/o 2350 Kerner Boulevard, Suite 250",,San Rafael,CA,94901,,415,389-6800,,jskelton@nmgovlaw.com,,,,415,388-6874,http://www.microsoft.com,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2321
,,,Liberty Hill Foundation ,,Colibri Strategies,2013,01/01/2013,12/31/2013,02/04/2013,"6420 Wilshire Blvd., Ste. 700",,Los Angeles,CA,90048,,323,556-7200,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2327
,,,Fortress Capital Formation LLC,,Fortress Capital Formation LLC,2013,01/01/2013,12/31/2013,04/24/2013,1345 Avenue of the Americas,,New York,NY,10105,,212,798-6100,,Group_RegulatoryFilings@fortress.com,,,,,,www.fortress.com,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2330
,,,JC Decaux,,Molina Consulting,2013,01/01/2013,12/31/2013,04/30/2013,3 Park Avenue,,New York,NY,10016,,646,834-1200,,,,,,,,,"Airports, Los Angeles World (LAWA, LAX)",http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2347
,,,Los Angeles Area Chamber of Commerce,,Molina Consulting,2013,01/01/2013,12/31/2013,04/30/2013,350 Bixel Street,null,Los Angeles,CA,90017,,213,5801462,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2347
,,,National Express,,Molina Consulting,2013,05/01/2013,12/31/2013,07/30/2013,"8041 Hosbrook Road, Suite 330",,Cincinnati,OH,45236,,513,322-8702,,,,,,,,,City Council (incl. Districts and Committees),http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2347
,,,Geosyntec Consultants,,"Alpert Barr & Grant, A Professional Law Corporation",2013,01/01/2013,12/31/2013,06/12/2013,"3415 S. Sepulveda Boulevard, Suite 500",,Los Angeles,CA,90034,,310,957-6100,,ksusilo@geosyntec.com,,,,,,http://www.geosyntec.com,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2351
,,,"North Hollywood Industrial, LLC By:  IDS Real Estate Group",,"Alpert Barr & Grant, A Professional Law Corporation",2013,05/17/2013,12/31/2013,06/13/2013,"515 S. Figueroa Street, 16th Floor",,Los Angeles,CA,90071,,213,362-9300,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2351
,,,"Playa Capital Company, LLC",,"Alpert Barr & Grant, A Professional Law Corporation",2013,01/01/2013,12/31/2013,06/12/2013,6500 Seabluff Drive,,Playa Vista,CA,90094,,310,448-4627,,psinclair@playavista.com,,,,,,www.playavista.com,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2351
,,,Scatec Solar,,"Alpert Barr & Grant, A Professional Law Corporation",2013,01/01/2013,12/31/2013,06/12/2013,419 N. Shoreline Blvd.,,Mountain View,CA,94043,,650,969-2245,,luigi.resta@scatecsolar.us,,,,650,969-2927,www.scatecsolar.com,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2351
,,,Shubin-Nadal Realty Investors,,"Alpert Barr & Grant, A Professional Law Corporation",2013,01/01/2013,12/31/2013,06/12/2013,901 Dove Street,,Newport Beach,CA,92660,,949,476-8020,,,,,,,,www.snrinvestors.com,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2351
,,,"SODA MOUNTAIN SOLAR, LLC",,"Alpert Barr & Grant, A Professional Law Corporation",2013,01/01/2013,12/31/2013,06/12/2013,5275 WESTVIEW DRIVE,,FREDERICK,MD,21703,,415,768-3019,,,,,,,,,ALL CITY AGENCIES,http://ethics.lacity.org/disclosure/index.cfm?fuseaction=home.view&LOB_COMP_REG_ID=2351
