Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
Recycling Services | City of Los Angeles,124,101,93.26,5,40%,34.68%
Business Assistance - The City of Los Angeles,123,105,33.92,3,100%,8.94%
Job Opportunities For City Employees Only | City of Los Angeles,123,115,120.11,11,45.45%,40.65%
Office of the City Administrative Officer Personnel Information | City of Los Angeles,123,101,116.35,6,50%,22.76%
Water and Power Customer Service Centers | City of Los Angeles,123,110,312.5,102,68.93%,82.11%
Education & Personal Development - The City of Los Angeles,122,98,44.57,3,66.67%,17.21%
Police Stations (Front Desk / Public Counter - 25 locations) - The City of Los Angeles,122,117,63.94,112,88.39%,85.25%
Villaraigosa Series 2005-2013 | City of Los Angeles,122,104,233.98,44,19.15%,52.46%
Street Use Permits - The City of Los Angeles,121,104,204.53,71,73.24%,62.81%
Bulky Item Pick-up for Apartments and Condos - The City of Los Angeles,120,114,94.76,49,75.51%,54.17%
"Los Angeles City Council, Continuation Agenda | City of Los Angeles",119,81,86.95,0,0%,26.89%
Filming Permits / Filming Complaints - The City of Los Angeles,118,108,173.64,99,85.86%,81.36%
Nuisance or Dangerous Animal Services | City of Los Angeles,117,84,42.73,3,100%,13.68%
"Stray, Sick or Injured Animal | City of Los Angeles",117,99,232.92,84,73.81%,78.63%
Zone Info & Map Access System (ZIMAS) Tech Support | City of Los Angeles,117,100,225.67,72,47.89%,61.54%
Family Source Centers | City of Los Angeles,116,103,251.82,82,69.51%,71.55%
Leaf Blower Complaints | City of Los Angeles,116,105,579.4,96,61.86%,87.07%
Board of Public Works Meetings - The City of Los Angeles,115,80,150.84,41,65.85%,50.43%
Transportation Committee Meeting | City of Los Angeles,115,85,84.71,0,0%,40%
Electric | City of Los Angeles,113,89,83.84,2,50%,34.51%
Housing & Community Investment Department (HCIDLA) General Information - The City of Los Angeles,113,100,107.02,76,53.95%,48.67%
Registrations & Reservations - The City of Los Angeles,113,82,52.01,2,50%,7.96%
Certificate of Occupancy - The City of Los Angeles,112,102,192.07,66,51.52%,60.71%
U. S. Customs - LAX | City of Los Angeles,112,98,292.5,95,58.33%,80.36%
Water and Power Customer Service Centers - The City of Los Angeles,112,103,143.77,100,90%,88.39%
Employment Preparation | City of Los Angeles,111,95,52.67,16,25%,23.42%
Housing Authority General Information | City of Los Angeles,111,94,121.39,78,41.25%,58.56%
Jail Division / City Jail Locations | City of Los Angeles,110,93,214.91,87,70.45%,79.09%
Internship Opportunities in the Mayor's Office | City of Los Angeles,109,99,131.46,52,44.23%,55.96%
Most Requested Services for Visitors - The City of Los Angeles,109,93,60.95,1,100%,22.02%
"Trade, Commerce and Tourism Committee Meeting | City of Los Angeles",109,69,65.03,1,0%,14.68%
Burglar Alarms - LAPD | City of Los Angeles,108,69,116.24,15,56.25%,46.3%
Inspection of Elevators | City of Los Angeles,108,92,288.38,83,43.53%,70.37%
Subscribe To Receive Notification | City of Los Angeles,108,90,46.65,2,0%,14.81%
City Hall Docents - The City of Los Angeles,107,82,114.58,45,77.78%,51.4%
(not set),106,77,37.34,11,72.73%,13.21%
Fire Hydrants | City of Los Angeles,106,87,113.23,83,75.9%,71.7%
Inspection of Seismic Gas Shut-Off Valve - The City of Los Angeles,106,92,189,85,82.35%,79.25%
City Hall Docents | City of Los Angeles,105,89,86.21,53,75.47%,63.81%
Rent Control / Rent Stabilization Violation Complaints - The City of Los Angeles,105,91,260.13,64,85.94%,70.48%
Subscriptions - The City of Los Angeles,105,70,35.9,28,35.71%,24.76%
Spay/Neuter - The City of Los Angeles,104,88,180.18,84,83.33%,78.85%
City Hall & Neighborhood City Halls | City of Los Angeles,103,91,79.16,2,50%,32.04%
Home Repair & Rehabilitation Assistance for Homeowners - The City of Los Angeles,103,83,181.33,55,76.36%,55.34%
Building and Safety Records - The City of Los Angeles,102,94,110.48,64,89.06%,75.49%
Free Mulch | City of Los Angeles,100,91,586.08,82,65.85%,88%
Inspection of Seismic Gas Shut-Off Valve | City of Los Angeles,100,88,221.54,84,57.14%,76%
News - The City of Los Angeles,100,87,70.73,14,71.43%,34%
Shooting Range/Monthly Qualification - LAPD | City of Los Angeles,100,89,216.59,88,71.59%,83%
Spay/Neuter | City of Los Angeles,100,94,628.25,92,76.34%,88%
Consumer Advocacy | City of Los Angeles,99,80,45.13,0,0%,10.1%
Free Child Car Seat & Training Class - The City of Los Angeles,99,88,403,88,84.09%,83.84%
GIS Download Data Shapefiles Department of City Planning | City of Los Angeles,99,89,456.96,73,24.32%,76.77%
Housing Authority of City of Los Angeles (HACLA) - Comments/Complaints | City of Los Angeles,99,79,154.19,72,51.39%,57.58%
"Los Angeles City Council, Special Agenda | City of Los Angeles",99,63,76.42,1,0%,16.16%
Leaf Blower Complaints - The City of Los Angeles,98,89,157.5,84,91.67%,85.71%
Alarm System Police Permit General Information | City of Los Angeles,97,81,425.11,15,31.25%,63.92%
Discovery Cube LA Set to Open November 13! | City of Los Angeles,97,83,57.46,9,66.67%,30.93%
Map Gallery | City of Los Angeles,97,83,140.5,36,43.24%,60.82%
Track4LA Online Insurance Compliance System - The City of Los Angeles,97,90,284.93,66,84.85%,84.54%
Workers' Compensation - Civilian Claims | City of Los Angeles,97,78,102.89,66,62.12%,60.82%
Temporary Tow Away Signs - The City of Los Angeles,96,78,207.89,60,68.33%,60.42%
Volunteer & internship opportunities with HCIDLA | City of Los Angeles,95,77,99.49,30,36.67%,33.68%
Elected Official Records - The City of Los Angeles,94,70,47.64,11,18.18%,10.64%
Events - The City of Los Angeles,94,74,80.13,1,0%,20.21%
Free Child Car Seat & Training Class | City of Los Angeles,94,82,296.59,80,67.5%,81.91%
Job Opportunities For City Employees Only - The City of Los Angeles,93,85,94.54,2,50%,34.41%
Personnel Department Employee Benefits - The City of Los Angeles,93,81,96.38,35,71.43%,58.06%
"Rules, Elections & InterGovernmental Relations Committee - SPECIAL MEETING | City of Los Angeles",93,64,108.42,1,100%,33.33%
"Verify, Modify, or Add a New Address | City of Los Angeles",93,78,111.46,43,62.79%,60.22%
Los Angeles City Council Agenda - Continuation | City of Los Angeles,92,51,27.09,1,0%,10.87%
Water | City of Los Angeles,92,66,99.66,4,50%,23.91%
HIRE LA'S Youth Employment Program | City of Los Angeles,91,83,190.4,55,54.55%,61.54%
Street Signs & Signals | City of Los Angeles,91,68,64.83,5,40%,15.38%
Street Tree Planting Program | City of Los Angeles,91,82,280.09,58,53.33%,74.73%
Bureau of Sanitation Open Houses - The City of Los Angeles,90,81,114,60,85%,75.56%
"Land, Waste, and Cleanup | City of Los Angeles",90,66,85.35,2,0%,17.78%
Sewer Wye Map Maintenance | City of Los Angeles,90,74,210.41,53,46.3%,58.89%
Laws & Rules | City of Los Angeles,89,63,100.65,9,33.33%,23.6%
Track4LA Online Insurance Compliance System | City of Los Angeles,89,74,251.32,63,26.15%,68.54%
Housing Authority General Information - The City of Los Angeles,88,74,189.63,66,65.15%,63.64%
Rent Control / Rent Stabilization Violation Complaints | City of Los Angeles,88,81,185.25,51,59.26%,72.73%
DWP Personnel Employment Verification - The City of Los Angeles,87,79,51.94,65,89.23%,79.31%
Zoo Human Resources | City of Los Angeles,86,80,117.4,13,50%,30.23%
3-1-1 Call Center | City of Los Angeles,85,71,98.16,10,50%,41.18%
Luck,85,34,730.24,34,35.29%,40%
Records and Identification Division (R & I) - LAPD - The City of Los Angeles,85,78,192.25,58,84.48%,71.76%
S.A.F.E Centers: Permanent Collection Centers - The City of Los Angeles,85,76,84.15,60,83.33%,69.41%
To Report Section 8 Fraud - The City of Los Angeles,85,76,236.69,75,82.67%,84.71%
"Acceptance of Subpoenas, Fire Reports, and Arson Information | City of Los Angeles",84,71,171.53,44,77.27%,57.14%
Request for School Crossing Guard - The City of Los Angeles,84,72,122.83,67,77.61%,72.62%
"Stray, Sick or Injured Animal - The City of Los Angeles",83,72,294.39,66,81.82%,78.31%
Audits Committee Meeting | City of Los Angeles,82,55,23.36,1,0%,19.51%
Communications Division - LAPD - The City of Los Angeles,82,69,119.97,55,70.91%,60.98%
Council District 7 - The City of Los Angeles,82,55,69.94,50,34%,35.37%
Low Income Home Energy Assistance Program (LIHEAP) | City of Los Angeles,82,68,276.14,66,50%,74.39%
City Council Information | City of Los Angeles,81,54,59.04,6,16.67%,29.63%
City Planning Public Counter - Downtown | City of Los Angeles,81,67,145.1,40,65.85%,64.2%
Help for Homebound Seniors | City of Los Angeles,81,70,178.5,66,46.27%,65.43%
Inspection of Elevators - The City of Los Angeles,81,62,159.47,55,60%,58.02%
Barking Dogs - The City of Los Angeles,80,67,310.29,57,80.7%,73.75%
Pet Services | City of Los Angeles,80,56,46,2,100%,30%
Salvage Auctions of City Equipment and Vehicles | City of Los Angeles,80,47,61.38,36,21.62%,43.75%
Animal Traps | City of Los Angeles,79,64,503.74,48,60.42%,70.89%
Housing Authority Employment Opportunities | City of Los Angeles,79,69,188.86,42,41.86%,54.43%
Los Angeles Convention Center Parking - The City of Los Angeles,79,68,253.72,63,79.37%,77.22%
Jail Division / City Jail Locations - The City of Los Angeles,78,67,142.63,62,80.65%,75.64%
Bee Control - The City of Los Angeles,77,69,222.79,60,86.67%,81.82%
Maintenance of Public Street Landscape | City of Los Angeles,77,71,206.66,21,71.43%,58.44%
To Report Section 8 Fraud | City of Los Angeles,76,67,275.28,64,56.06%,76.32%
Animal Service Centers - The City of Los Angeles,75,69,132.5,48,70.83%,70.67%
Bulky Item Pick-up for Apartments and Condos | City of Los Angeles,75,72,200.94,43,44.44%,77.33%
Site Plan Review | City of Los Angeles,75,70,342.14,62,74.19%,81.33%
Office of the City Administrative Officer Personnel Information - The City of Los Angeles,74,70,31.18,2,50%,16.22%
Preferential Parking Districts - The City of Los Angeles,74,69,202.85,33,81.82%,55.41%
Most Requested Services for Residents - The City of Los Angeles,73,54,34.27,2,50%,9.59%
Tree Trimming/Pruning Permits - The City of Los Angeles,73,66,82.76,49,81.63%,76.71%
Volunteer & internship opportunities with HCIDLA - The City of Los Angeles,73,58,98.82,21,47.62%,38.36%
e-Permit (Permit L.A.) | City of Los Angeles,72,66,160.89,20,40%,47.22%
Enforcement of Street Use Rules | City of Los Angeles,72,59,177.66,2,50%,30.56%
Filming Permits / Filming Complaints | City of Los Angeles,72,62,178.57,53,55.56%,70.83%
Garcetti Series 2013-Present - The City of Los Angeles,72,66,144.64,3,66.67%,41.67%
Highlights - The City of Los Angeles,72,51,159.64,48,54.17%,54.17%
Preferential Parking Districts | City of Los Angeles,72,60,153.64,44,59.09%,54.17%
Property Violations - The City of Los Angeles,72,64,214.63,34,76.47%,62.5%
Cabrillo Marine Aquarium - The City of Los Angeles,71,66,83.07,3,33.33%,23.94%
"Engineering Maps, Plans, and Other Records | City of Los Angeles",71,63,237.31,34,36.11%,63.38%
Exempt (from Civil Service) Opportunities | City of Los Angeles,71,67,129.5,4,25%,40.85%
Home Repairs & Rehabilitation | City of Los Angeles,71,64,52.35,0,0%,26.76%
Megan's Law - LAPD | City of Los Angeles,71,54,201.74,52,48.08%,73.24%
Expedited Processing | City of Los Angeles,70,54,119.43,22,50%,37.14%
WorkSource System (WSC) - Job Seeker and Business Resources | City of Los Angeles,70,62,153.88,17,77.78%,40%
Alarm System Police Permit General Information - The City of Los Angeles,69,63,157.08,24,79.17%,65.22%
Cityride | City of Los Angeles,69,61,161.94,57,57.89%,75.36%
Free Mulch - The City of Los Angeles,69,59,190.6,50,74%,71.01%
Police Stations (Front Desk / Public Counter - 25 locations) | City of Los Angeles,69,62,229.47,56,71.43%,75.36%
Animal Service Centers | City of Los Angeles,68,59,362.95,37,56.76%,67.65%
Fire Permits General Information - The City of Los Angeles,68,54,184.94,43,58.14%,48.53%
LA's BEST After School Enrichment Program | City of Los Angeles,68,62,321.64,58,67.24%,83.82%
Log in or sign up | City of Los Angeles,68,56,175.9,21,57.14%,55.88%
Online Request for Permit Inspection | City of Los Angeles,68,59,155.53,28,25%,50%
Senior Transportation Services - The City of Los Angeles,68,57,205.6,44,70.45%,63.24%
Senior Transportation Services | City of Los Angeles,68,57,127.79,49,75.51%,72.06%
Barking Dogs | City of Los Angeles,67,61,412.4,48,42.86%,85.07%
Copy of Property and Land Ownership Deeds | City of Los Angeles,67,55,178.22,47,72.34%,65.67%
Environmental Permits | City of Los Angeles,67,45,125.17,5,20%,4.48%
Garage Sales-City Business Tax info - The City of Los Angeles,67,56,126.1,35,65.71%,41.79%
Map Gallery - The City of Los Angeles,67,55,221.89,16,87.5%,44.78%
Most Requested Services - The City of Los Angeles,67,59,25.69,0,0%,7.46%
U. S. Customs - LAX - The City of Los Angeles,67,61,79.33,57,84.21%,82.09%
311 Service Feedback Form | City of Los Angeles,66,56,23.58,1,100%,27.27%
All Video Results - The City of Los Angeles,66,53,72.98,3,100%,24.24%
Multi Purpose Senior Centers (MPC) | City of Los Angeles,66,52,229.89,47,74.47%,72.73%
View Public Infrastructure Maps | City of Los Angeles,66,59,344.39,13,28.57%,53.03%
About the City Seal | City of Los Angeles,65,55,124.83,12,91.67%,44.62%
Accueil | Ville de Los Angeles,65,44,61.12,43,37.21%,47.69%
Bureau of Sanitation Open Houses | City of Los Angeles,65,62,184.67,47,58.33%,72.31%
Emergency Service/Trouble Requests | City of Los Angeles,65,61,180.21,57,75.44%,78.46%
HIRE LA'S Youth Employment Program - The City of Los Angeles,65,62,140.84,38,65.79%,50.77%
Search Campaign/Officeholder Committee Contributions - The City of Los Angeles,65,58,166.79,49,83.67%,78.46%
City Planning Public Counter - Valley | City of Los Angeles,64,51,110.74,34,57.14%,64.06%
"Engineering Maps, Plans, and Other Records - The City of Los Angeles",64,51,152.91,33,69.7%,50%
Help for Homebound Seniors - The City of Los Angeles,64,53,43.11,48,68.75%,70.31%
Search Campaign/Officeholder Committee Contributions | City of Los Angeles,64,60,381.45,43,15.91%,68.75%
Alarm System Police Permit Renewal Information - The City of Los Angeles,63,54,172.58,30,66.67%,61.9%
Oversize Vehicle Parking Permits - The City of Los Angeles,63,57,111.5,23,82.61%,52.38%
Road & Traffic Information | City of Los Angeles,63,49,56.67,2,50%,23.81%
Traffic Accident History Reports | City of Los Angeles,63,57,65.21,51,58.82%,77.78%
Alarm System Police Permit Renewal Information | City of Los Angeles,62,55,363.13,23,60.87%,61.29%
Home | Stadt Los Angeles,62,42,78.54,42,35.71%,40.32%
Los Angeles Police Athletic and Revolver Club | City of Los Angeles,62,57,415.29,57,59.65%,88.71%
Budget & Finance | City of Los Angeles,61,49,38.61,0,0%,16.39%
Christmas Tree Recycling | City of Los Angeles,61,57,183.43,34,67.65%,77.05%
Sports & League Activities | City of Los Angeles,61,55,26,15,26.67%,52.46%
Agendas and Public Hearings | City of Los Angeles,60,40,51.89,6,16.67%,21.67%
Internship Opportunities in the Mayor's Office - The City of Los Angeles,60,51,74.17,31,77.42%,60%
Retirement Benefits | City of Los Angeles,59,52,144.5,24,58.33%,55.93%
Scientific Investigation Division - LAPD | City of Los Angeles,59,50,96.8,44,75%,74.58%
Zoo/Aquarium Combo Admission Tickets | City of Los Angeles,59,58,743.17,52,46.15%,89.83%
Fire Hydrants - The City of Los Angeles,58,51,222.93,49,75.51%,75.86%
Legal Affairs Division - LAPD | City of Los Angeles,58,51,283.86,47,74.47%,75.86%
Street Tree Planting Program - The City of Los Angeles,58,54,219,41,82.93%,68.97%
City Hall & Neighborhood City Halls - The City of Los Angeles,57,43,117.27,3,0%,21.05%
LADOT Service Requests | City of Los Angeles,57,52,202.55,45,50%,64.91%
Neighborhood Info - The City of Los Angeles,57,53,68,8,100%,66.67%
Shooting Range/Monthly Qualification - LAPD - The City of Los Angeles,57,50,313.88,48,89.58%,85.96%
Villaraigosa Series 2005-2013 - The City of Los Angeles,57,35,71.08,0,0%,31.58%
Zoo Human Resources - The City of Los Angeles,57,51,156.29,22,86.36%,50.88%
Answer,56,40,825.94,40,70%,71.43%
Certification of Minority Business Enterprises (MBE) - The City of Los Angeles,56,47,292.17,36,75%,67.86%
City Council Meeting-Live and On-Demand | City of Los Angeles,56,50,218.23,20,20%,60.71%
Communications Division - LAPD | City of Los Angeles,56,48,346.08,45,64.44%,76.79%
Detectives (21 Area Detective Divisions) - The City of Los Angeles,56,52,283.13,50,84%,85.71%
Electronic Waste (E-Waste) | City of Los Angeles,56,53,317.08,15,86.67%,78.57%
Training Division - LAPD (Elysian Park) - The City of Los Angeles,56,51,79.55,48,83.33%,80.36%
Grading Plan Check | City of Los Angeles,55,49,236.06,36,61.11%,69.09%
Recreation Centers | City of Los Angeles,55,46,90.58,6,33.33%,43.64%
Conventional Public Housing (Permanent) - The City of Los Angeles,54,43,431.36,42,78.57%,74.07%
Dangerous Animal - The City of Los Angeles,54,48,194.94,23,95.65%,66.67%
Election Information | City of Los Angeles,54,47,36.72,6,33.33%,40.74%
Financial Aid | City of Los Angeles,54,42,55.93,6,0%,18.52%
Low Income Home Energy Assistance Program (LIHEAP) - The City of Los Angeles,54,44,157.24,42,73.81%,68.52%
