Case Number,LADBS Inspection District,Address House Number,Address House Fraction Number,Address Street Direction,Address Street Name,Address Street Suffix,Address Street Suffix Direction,Address Zip,Date Case Generated,Date Case Closed,GIS Parcel Identification Number (PIN),Case Type,Area Planning Commission (APC),Response Days,Status of Case,Latitude/Longitude
428038,2303,3431,,E,15TH,ST,,90023,09/09/2011,,117A225   103,VEIP,East Los Angeles,,O,"(34.01589, -118.20585)"
529625,8202,1312,,E,16TH,ST,,90021,01/03/2014,,121-5A211 332,SIGNS,Central,,O,"(34.02602, -118.24838)"
555722,8513,1312,,E,16TH,ST,,90021,03/07/2014,,121-5A211 332,BILLBOARDS,Central,,O,"(34.02602, -118.24838)"
524741,2121,2421,,E,16TH,ST,,90021,12/04/2013,,118-5A217  86,GENERAL,Central,,O,"(34.01978, -118.2294)"
491089,2121,3528,,E,16TH,ST,,90023,02/14/2013,,117A225   211,GENERAL,East Los Angeles,,O,"(34.01497, -118.20166)"
633053,1133,4542,,W,16TH,PL,,90019,07/08/2014,,129B185  1257,GENERAL,South Los Angeles,,O,"(34.04631, -118.33617)"
502145,1142,1256,,W,184TH,ST,,90248,06/12/2013,,060B197    93,GENERAL,Harbor,,O,"(33.86334, -118.2963)"
405183,1142,1217,,W,187TH,PL,,90248,02/01/2011,,060B197   418,GENERAL,Harbor,,O,"(33.86065, -118.29499)"
468841,1142,1223,,W,187TH,PL,,90248,06/07/2012,,060B197   419,GENERAL,Harbor,,O,"(33.86065, -118.29515)"
410912,1133,4817,,W,18TH,ST,,90019,03/24/2011,,126B181   568,GENERAL,South Los Angeles,,O,"(34.04256, -118.34301)"
500047,1110,777,,W,190TH,ST,,90248,05/20/2013,,060B201    48,GENERAL,Harbor,,O,"(33.86037, -118.28753)"
404909,8512,1300,,W,190TH,ST,,90501,01/27/2011,,060B197   632,BILLBOARDS,Harbor,,O,"(33.85815, -118.29945)"
404910,8512,1300,,W,190TH,ST,,90501,01/27/2011,,060B197   632,BILLBOARDS,Harbor,,O,"(33.85815, -118.29945)"
404911,8512,1300,,W,190TH,ST,,90501,01/27/2011,,060B197   632,BILLBOARDS,Harbor,,O,"(33.85815, -118.29945)"
404908,8512,1300,,W,190TH,ST,,90501,01/27/2011,,060B197   632,BILLBOARDS,Harbor,,O,"(33.85815, -118.29945)"
543146,1142,1055,,W,19TH,ST,,90731,02/11/2014,,012B197   931,GENERAL,Harbor,,O,"(33.7269, -118.30027)"
490736,2121,318,,E,1ST,ST,,90012,02/11/2013,,130-5A215 334,GENERAL,Central,,O,"(34.05, -118.24058)"
433710,2121,422,,E,1ST,ST,,90012,11/23/2011,,129A215    78,GENERAL,Central,,O,"(34.04884, -118.23829)"
432854,2121,614,,E,1ST,ST,,90012,11/15/2011,,129A215    95,GENERAL,Central,,O,"(34.0486, -118.23655)"
581857,2121,1508,1/2,E,1ST,ST,,90033,04/23/2014,,129A219   115,GENERAL,East Los Angeles,,O,"(34.04732, -118.2237)"
490685,2121,1864,,E,1ST,ST,,90033,02/08/2013,,129A221   255,GENERAL,East Los Angeles,,O,"(34.0465, -118.21779)"
426171,2303,1869,,E,1ST,ST,,90033,08/11/2011,,129A221   224,VEIP,East Los Angeles,,O,"(34.04675, -118.21754)"
428559,2121,2004,,E,1ST,ST,,90033,09/19/2011,,127-5A221  39,GENERAL,East Los Angeles,,O,"(34.04519, -118.21484)"
511193,2121,2106,,E,1ST,ST,,90033,08/29/2013,,127-5A223 105,GENERAL,East Los Angeles,,O,"(34.04459, -118.21357)"
556529,1120,420,,E,20TH,ST,,90011,03/11/2014,,121-5A207  51,GENERAL,South Los Angeles,,O,"(34.02826, -118.2617)"
491156,2132,1015,,W,20TH,ST,,90007,02/15/2013,,124-5A201  36,GENERAL,South Los Angeles,,O,"(34.03678, -118.28061)"
556839,1120,1227,1/2,E,20TH,ST,,90011,03/12/2014,,120A211    52,GENERAL,South Los Angeles,,O,"(34.02433, -118.25237)"
480183,1120,1500,,E,20TH,ST,,90011,09/27/2012,,118-5A213  44,GENERAL,South Los Angeles,,O,"(34.02028, -118.24661)"
496246,1130,1966,,W,20TH,ST,,90018,04/11/2013,,126B193  1198,GENERAL,South Los Angeles,,O,"(34.03799, -118.30221)"
606706,1130,2136,,W,20TH,ST,,90018,06/06/2014,,126B193  1088,GENERAL,South Los Angeles,,O,"(34.03865, -118.31018)"
490305,1130,2308,,W,20TH,ST,,90018,02/05/2013,,126B189  1111,GENERAL,South Los Angeles,,O,"(34.0388, -118.31512)"
405890,1142,1554,,W,218TH,ST,,90501,02/10/2011,,048B193    96,GENERAL,Harbor,,O,"(33.83016, -118.30584)"
408149,1120,220,,W,21ST,ST,,90007,03/03/2011,,123A205   151,GENERAL,South Los Angeles,,O,"(34.0299, -118.26855)"
408133,1120,226,,W,21ST,ST,,90007,03/03/2011,,123A205   143,GENERAL,South Los Angeles,,O,"(34.02993, -118.26864)"
554891,2132,663,,W,21ST,ST,,90007,03/06/2014,,123A203    33,GENERAL,South Los Angeles,,O,"(34.03308, -118.27539)"
468068,1130,2227,,W,21ST,ST,,90018,06/05/2012,,126B193  1170,GENERAL,South Los Angeles,,O,"(34.03788, -118.31275)"
431700,1130,2362,,W,21ST,ST,,90018,10/25/2011,,126B189  1247,GENERAL,South Los Angeles,,O,"(34.03795, -118.31664)"
541229,8513,5000,,W,21ST,ST,,90016,02/04/2014,,126B181  1363,BILLBOARDS,South Los Angeles,,O,"(34.03841, -118.34869)"
571932,1142,1441,,W,228TH,ST,,90501,04/09/2014,,045B193   370,GENERAL,Harbor,,O,"(33.81913, -118.30299)"
525503,1142,1450,,W,228TH,ST,,90501,12/09/2013,,045B193   401,GENERAL,Harbor,,O,"(33.81891, -118.30311)"
511021,1142,726,,W,22ND,ST,,90731,08/28/2013,,012B197  1416,GENERAL,Harbor,,O,"(33.72437, -118.29314)"
468223,4106,1445,,W,22ND,ST,,90007,06/06/2012,,123B197   113,CNAP,South Los Angeles,,O,"(34.0361, -118.29023)"
479498,1110,1544,,W,22ND,ST,,90007,09/20/2012,,123B197   134,GENERAL,South Los Angeles,,O,"(34.03622, -118.29309)"
496210,1120,1705,,E,22ND,ST,,90058,04/10/2013,,118-5A213 287,GENERAL,South Los Angeles,,O,"(34.0169, -118.24265)"
486655,1120,502,,E,23RD,ST,,90011,12/10/2012,,121-5A207 329,GENERAL,South Los Angeles,,O,"(34.02521, -118.26276)"
591095,1110,1371,,W,23RD,ST,,90007,05/13/2014,,123B197   282,GENERAL,South Los Angeles,,O,"(34.0353, -118.28837)"
494228,2303,1777,,E,23RD,ST,,90058,03/12/2013,,117A215    37,VEIP,South Los Angeles,,O,"(34.01584, -118.24049)"
482633,2121,2423,,E,23RD,ST,,90058,10/25/2012,,118-5A217 227,GENERAL,Central,,O,"(34.01738, -118.22944)"
624154,1142,1351,,W,243RD,ST,,90710,06/26/2014,,039B197    87,GENERAL,Harbor,,O,"(33.80319, -118.30017)"
503304,1142,1616,,W,247TH,ST,,90710,06/26/2013,,039B193   416,GENERAL,Harbor,,O,"(33.80085, -118.30596)"
544899,1142,1700,,W,247TH,PL,,90717,02/12/2014,,039B193   495,GENERAL,Harbor,,O,"(33.8001, -118.30802)"
589890,1142,1616,,W,248TH,ST,,90710,05/09/2014,,039B193   586,GENERAL,Harbor,,O,"(33.79934, -118.30597)"
433533,1120,322,,E,24TH,ST,,90011,11/21/2011,,121-5A207 341,GENERAL,South Los Angeles,,O,"(34.02516, -118.26473)"
581136,1120,900,,E,24TH,ST,,90011,04/21/2014,,120A209   281,GENERAL,South Los Angeles,,O,"(34.02223, -118.25829)"
520493,1110,1127,,W,24TH,ST,,90007,10/30/2013,,124-5A201 263,GENERAL,South Los Angeles,,O,"(34.03449, -118.2848)"
565595,1110,1248,,W,24TH,ST,,90007,03/25/2014,,123B197   566,GENERAL,South Los Angeles,,O,"(34.03421, -118.28776)"
609365,1120,1612,,E,24TH,ST,,90011,06/10/2014,,117A213   195,GENERAL,South Los Angeles,,O,"(34.01522, -118.24377)"
442937,1110,1727,,W,24TH,ST,,90018,01/24/2012,,123B193   314,GENERAL,South Los Angeles,,O,"(34.03465, -118.30104)"
478198,1130,2279,,W,24TH,ST,,90018,09/07/2012,,123B189   304,GENERAL,South Los Angeles,,O,"(34.03501, -118.31715)"
475164,2301,2416,,E,24TH,ST,,90058,07/27/2012,,117A217    41,GENERAL,Central,,O,"(34.01614, -118.22959)"
431738,1142,1532,,W,251ST,ST,,90710,10/25/2011,,036B193   160,GENERAL,Harbor,,O,"(33.79667, -118.30379)"
487342,1110,821,,W,253RD,ST,,90710,12/18/2012,,036B197   446,GENERAL,Harbor,,O,"(33.79481, -118.28965)"
577838,1110,1300,,W,253RD,ST,,90710,04/15/2014,,036B197   479,GENERAL,Harbor,,O,"(33.79443, -118.29921)"
645835,1142,1509,,W,257TH,ST,,90710,07/24/2014,,036B193   828,GENERAL,Harbor,,O,"(33.79057, -118.30307)"
404721,2300,1422,,W,259TH,ST,,90710,01/26/2011,,033B193   197,VEIP,Harbor,,O,"(33.78809, -118.30212)"
404719,2300,1422,,W,259TH,ST,,90710,01/26/2011,,033B193   197,VEIP,Harbor,,O,"(33.78809, -118.30212)"
518107,1142,1653,,W,259TH,PL,,90710,10/16/2013,,033B193   212,GENERAL,Harbor,,O,"(33.78761, -118.30618)"
512303,1142,966,,W,25TH,ST,,90731,09/09/2013,,009B197   473,GENERAL,Harbor,,O,"(33.72167, -118.29836)"
404351,1120,1449,,E,25TH,ST,,90011,01/19/2011,,118-5A211 442,GENERAL,South Los Angeles,,O,"(34.01674, -118.24793)"
529075,1110,1840,,W,25TH,ST,,90018,12/31/2013,,123B193   522,GENERAL,South Los Angeles,,O,"(34.0335, -118.30437)"
475155,2301,2417,,E,25TH,ST,,90058,07/27/2012,,117A217    61,GENERAL,Central,,O,"(34.01534, -118.22958)"
423349,1130,8956,,W,25TH,ST,,90034,07/07/2011,,126B169  1257,GENERAL,South Los Angeles,,O,"(34.03872, -118.3873)"
532278,1101,55,,E,27TH,AVE,,90291,01/09/2014,,105A145   245,GENERAL,West Los Angeles,,O,"(33.98188, -118.46765)"
519025,1142,810,,W,27TH,ST,,90731,10/22/2013,,009B197   829,GENERAL,Harbor,,O,"(33.7198, -118.2951)"
448832,1120,912,,E,27TH,ST,,90011,02/16/2012,,118-5A209 212,GENERAL,South Los Angeles,,O,"(34.01864, -118.25759)"
517218,1120,1001,,E,27TH,ST,,90011,10/09/2013,,118-5A209 206,GENERAL,South Los Angeles,,O,"(34.0184, -118.25652)"
502484,1120,1262,,E,27TH,ST,,90011,06/18/2013,,117A211   113,GENERAL,South Los Angeles,,O,"(34.0158, -118.25117)"
482631,1110,1503,,W,27TH,ST,,90007,10/25/2012,,123B197  1255,GENERAL,South Los Angeles,,O,"(34.03058, -118.29467)"
498816,1130,2018,,W,27TH,ST,,90018,05/02/2013,,123B193   899,GENERAL,South Los Angeles,,O,"(34.03071, -118.3095)"
498818,1130,2040,,W,27TH,ST,,90018,05/02/2013,,123B193   903,GENERAL,South Los Angeles,,O,"(34.03071, -118.31016)"
498819,1130,2046,,W,27TH,ST,,90018,05/02/2013,,123B193   904,GENERAL,South Los Angeles,,O,"(34.03071, -118.31033)"
498822,1130,2052,,W,27TH,ST,,90018,05/02/2013,,123B193   905,GENERAL,South Los Angeles,,O,"(34.03071, -118.31049)"
498823,1130,2056,,W,27TH,ST,,90018,05/02/2013,,123B193   906,GENERAL,South Los Angeles,,O,"(34.03071, -118.31066)"
498824,1130,2060,,W,27TH,ST,,90018,05/02/2013,,123B193   907,GENERAL,South Los Angeles,,O,"(34.03071, -118.31082)"
431242,1130,2074,,W,27TH,ST,,90018,10/18/2011,,123B193   909,GENERAL,South Los Angeles,,O,"(34.03071, -118.31115)"
483133,1130,2078,,W,27TH,ST,,90018,11/02/2012,,123B193   910,GENERAL,South Los Angeles,,O,"(34.03071, -118.31132)"
483212,1130,2090,,W,27TH,ST,,90018,11/02/2012,,123B193   912,GENERAL,South Los Angeles,,O,"(34.03065, -118.31165)"
483213,1130,2096,,W,27TH,ST,,90018,11/02/2012,,123B193   913,GENERAL,South Los Angeles,,O,"(34.03071, -118.31181)"
486175,1130,2130,,W,27TH,ST,,90018,12/04/2012,,123B193   919,GENERAL,South Los Angeles,,O,"(34.03067, -118.31301)"
519758,1130,2136,,W,27TH,ST,,90018,10/28/2013,,123B193   920,GENERAL,South Los Angeles,,O,"(34.03067, -118.31317)"
415077,1130,2148,,W,27TH,ST,,90018,04/26/2011,,123B193  1307,GENERAL,South Los Angeles,,O,"(34.03073, -118.31333)"
489819,1130,2185,,W,27TH,ST,,90018,01/28/2013,,123B189   834,GENERAL,South Los Angeles,,O,"(34.03095, -118.31441)"
489820,1130,2186,,W,27TH,ST,,90018,01/28/2013,,123B189   904,GENERAL,South Los Angeles,,O,"(34.0307, -118.31441)"
489815,1130,2191,,W,27TH,ST,,90018,01/28/2013,,123B189   835,GENERAL,South Los Angeles,,O,"(34.03095, -118.31469)"
489797,1130,2195,,W,27TH,ST,,90018,01/25/2013,,123B189   836,GENERAL,South Los Angeles,,O,"(34.03095, -118.31486)"
496226,1130,3301,,W,27TH,ST,,90018,04/10/2013,02/19/2015,123B189   872,GENERAL,South Los Angeles,680,O,"(34.03074, -118.32007)"
431580,1130,3514,,W,27TH,ST,,90018,10/24/2011,,123B189   958,GENERAL,South Los Angeles,,O,"(34.03047, -118.32293)"
509958,1102,437,,W,28TH,AVE,,90291,08/19/2013,,105A147    32,GENERAL,West Los Angeles,,O,"(33.98336, -118.46414)"
532687,1120,636,,E,28TH,ST,,90011,01/13/2014,,118-5A207  96,GENERAL,South Los Angeles,,O,"(34.02006, -118.2632)"
507529,4104,2285,,W,28TH,ST,,90018,07/30/2013,,123B189   998,CNAP,South Los Angeles,,O,"(34.03003, -118.31725)"
439929,1102,29,,E,29TH,AVE,,90291,12/29/2011,,105A145   361,GENERAL,West Los Angeles,,O,"(33.98062, -118.46704)"
509416,1120,430,1/2,E,29TH,ST,,90011,08/13/2013,,118-5A207  52,GENERAL,South Los Angeles,,O,"(34.02046, -118.26611)"
628216,1120,434,,E,29TH,ST,,90011,06/30/2014,,118-5A207  59,GENERAL,South Los Angeles,,O,"(34.02038, -118.26597)"
407136,4104,1172,,W,29TH,ST,,90007,02/23/2011,,121-5A201  73,CNAP,South Los Angeles,,O,"(34.02828, -118.28589)"
583206,1110,1476,,W,29TH,ST,,90007,04/28/2014,,120B197   121,GENERAL,South Los Angeles,,O,"(34.02855, -118.29393)"
445762,1130,2176,,W,29TH,ST,,90018,02/07/2012,,120B189    44,GENERAL,South Los Angeles,,O,"(34.02898, -118.31409)"
421663,1130,2232,,W,29TH,ST,,90018,06/21/2011,,120B189    54,GENERAL,South Los Angeles,,O,"(34.02897, -118.31576)"
443502,1142,884,,W,2ND,ST,,90731,01/30/2012,,018B197  1262,GENERAL,Harbor,,O,"(33.74252, -118.29635)"
463913,1142,1251,,W,2ND,ST,,90732,05/07/2012,,018B193  1316,GENERAL,Harbor,,O,"(33.74232, -118.30319)"
415135,2121,3117,,E,2ND,ST,,90063,04/26/2011,,126A227    78,GENERAL,East Los Angeles,,O,"(34.03784, -118.20064)"
467218,2124,3126,,E,2ND,ST,,90063,05/30/2012,,126A227   129,GENERAL,East Los Angeles,,O,"(34.03747, -118.20038)"
421222,1130,3620,,S,2ND,AVE,,90018,06/15/2011,,120B189  1362,GENERAL,South Los Angeles,,O,"(34.02216, -118.31877)"
489934,1130,3686,,S,2ND,AVE,,90018,01/29/2013,,117B189   121,GENERAL,South Los Angeles,,O,"(34.02047, -118.31879)"
514318,1130,3901,,S,2ND,AVE,,90008,09/23/2013,,117B189  1317,GENERAL,South Los Angeles,,O,"(34.01439, -118.31942)"
481748,1130,3954,,S,2ND,AVE,,90008,10/16/2012,,114B189    53,GENERAL,South Los Angeles,,O,"(34.01246, -118.31916)"
429913,1130,4210,,S,2ND,AVE,,90008,09/29/2011,,114B189  1177,GENERAL,South Los Angeles,,O,"(34.0069, -118.31915)"
640094,1130,4260,,S,2ND,AVE,,90008,07/17/2014,,114B189  1457,GENERAL,South Los Angeles,,O,"(34.00566, -118.31915)"
649623,1110,4512,,S,2ND,AVE,,90043,07/31/2014,,111B189   493,GENERAL,South Los Angeles,,O,"(34.00225, -118.31903)"
431087,1130,2023,,W,30TH,ST,,90018,10/14/2011,,120B193   298,GENERAL,South Los Angeles,,O,"(34.0275, -118.30967)"
535849,1130,2097,,W,30TH,ST,,90018,01/22/2014,,120B193   314,GENERAL,South Los Angeles,,O,"(34.0275, -118.31178)"
591013,1130,2419,,W,30TH,ST,,90018,05/12/2014,,120B189   276,GENERAL,South Los Angeles,,O,"(34.02774, -118.32182)"
511012,1120,459,,E,31ST,ST,,90011,08/28/2013,,118-5A207 196,GENERAL,South Los Angeles,,O,"(34.01885, -118.266)"
477188,1130,2102,,W,31ST,ST,,90018,08/24/2012,,120B193   585,GENERAL,South Los Angeles,,O,"(34.02637, -118.31224)"
549559,1130,2149,,W,31ST,ST,,90018,02/20/2014,,120B189   460,GENERAL,South Los Angeles,,O,"(34.02659, -118.31349)"
512684,1130,2187,,W,31ST,ST,,90018,09/11/2013,,120B189   469,GENERAL,South Los Angeles,,O,"(34.02658, -118.31461)"
511861,1130,2307,,W,31ST,ST,,90018,09/05/2013,,120B189   501,GENERAL,South Los Angeles,,O,"(34.02658, -118.31793)"
426528,1120,541,,E,32ND,ST,,90011,08/16/2011,,118-5A207 343,GENERAL,South Los Angeles,,O,"(34.01732, -118.26481)"
476181,1120,1511,,E,32ND,ST,,90011,08/07/2012,,117A211   380,GENERAL,South Los Angeles,,O,"(34.01277, -118.24796)"
456752,1120,1512,,E,32ND,ST,,90011,03/22/2012,,115-5A211  16,GENERAL,South Los Angeles,,O,"(34.01254, -118.24794)"
491516,2123,1527,,E,32ND,ST,,90011,02/21/2013,,117A213   373,CITATIONS,South Los Angeles,,O,"(34.01264, -118.24751)"
500043,1124,1544,,E,32ND,ST,,90011,05/20/2013,,115-5A213  44,GENERAL,South Los Angeles,,O,"(34.01228, -118.24693)"
424785,1120,919,,E,33RD,ST,,90011,07/26/2011,,117A209   217,GENERAL,South Los Angeles,,O,"(34.01445, -118.26011)"
466229,1120,1037,,E,33RD,ST,,90011,05/17/2012,,117A209   250,GENERAL,South Los Angeles,,O,
514873,1124,1177,,E,33RD,ST,,90011,09/26/2013,,117A209   283,GENERAL,South Los Angeles,,O,"(34.01375, -118.25463)"
487390,1120,1329,,E,33RD,ST,,90011,12/18/2012,,117A211   325,GENERAL,South Los Angeles,,O,"(34.01312, -118.25113)"
480196,4106,171,,E,35TH,ST,,90011,09/27/2012,,118-5A205 316,CNAP,South Los Angeles,,O,"(34.01691, -118.27081)"
556796,1120,171,,E,35TH,ST,,90011,03/12/2014,,118-5A205 316,GENERAL,South Los Angeles,,O,"(34.01691, -118.27081)"
424472,1120,355,,E,35TH,ST,,90011,07/21/2011,,117A205   100,GENERAL,South Los Angeles,,O,"(34.01572, -118.26821)"
497690,1120,1183,,E,35TH,ST,,90011,04/24/2013,,115-5A209  62,GENERAL,South Los Angeles,,O,"(34.01206, -118.25451)"
425905,1110,1408,,W,35TH,ST,,90018,08/08/2011,,120B193   949,GENERAL,South Los Angeles,,O,"(34.0245, -118.30051)"
492132,8133,1667,,W,35TH,PL,,90018,02/28/2013,,120B193   962,PACE,South Los Angeles,,O,"(34.02383, -118.30813)"
529684,1110,1737,,W,35TH,PL,,90018,01/06/2014,,120B193   967,GENERAL,South Los Angeles,,O,"(34.02383, -118.30999)"
438012,1110,1830,,W,35TH,ST,,90018,12/16/2011,,120B193   953,GENERAL,South Los Angeles,,O,"(34.02448, -118.313)"
497070,1120,160,,E,36TH,ST,,90011,04/18/2013,,117A205    83,GENERAL,South Los Angeles,,O,"(34.01616, -118.27186)"
592092,1120,678,,E,36TH,ST,,90011,05/14/2014,,117A207   316,GENERAL,South Los Angeles,,O,"(34.0135, -118.26247)"
527792,1110,1254,,W,36TH,ST,,90007,12/19/2013,,120B197   956,GENERAL,South Los Angeles,,O,"(34.02275, -118.29624)"
488489,1110,1414,,W,36TH,ST,,90018,01/08/2013,,120B193  1297,GENERAL,South Los Angeles,,O,"(34.02268, -118.30066)"
500217,1110,1748,,W,36TH,ST,,90018,05/22/2013,,120B193  1223,GENERAL,South Los Angeles,,O,"(34.02271, -118.31035)"
482676,1120,614,,E,37TH,ST,,90011,10/25/2012,,115-5A207  32,GENERAL,South Los Angeles,,O,"(34.01268, -118.26466)"
483425,1120,649,,E,37TH,ST,,90011,11/07/2012,,117A207   360,GENERAL,South Los Angeles,,O,"(34.01289, -118.26345)"
499119,1110,1146,,W,37TH,ST,,90007,05/08/2013,,117B197    57,GENERAL,South Los Angeles,,O,"(34.02084, -118.29314)"
473035,1110,1205,,W,37TH,DR,,90007,07/06/2012,,117B197   221,GENERAL,South Los Angeles,,O,"(34.01914, -118.2948)"
487530,1110,1539,,W,37TH,ST,,90018,12/21/2012,,120B193  1583,GENERAL,South Los Angeles,,O,"(34.02108, -118.30425)"
533847,1110,1596,,W,37TH,ST,,90018,01/15/2014,,117B193    58,GENERAL,South Los Angeles,,O,"(34.02087, -118.30609)"
430995,1110,1623,,W,37TH,ST,,90018,10/13/2011,,120B193  1564,GENERAL,South Los Angeles,,O,"(34.02108, -118.30687)"
408400,1110,1247,,W,38TH,ST,,90037,03/07/2011,,117B197   496,GENERAL,South Los Angeles,,O,"(34.01743, -118.29888)"
535685,1110,1813,,W,38TH,PL,,90062,01/21/2014,,117B189   851,GENERAL,South Los Angeles,,O,"(34.01656, -118.31385)"
449785,1142,446,,W,39TH,ST,,90731,02/21/2012,,006B201    63,GENERAL,Harbor,,O,"(33.70886, -118.28658)"
434073,1110,1227,,W,39TH,ST,,90037,11/29/2011,,117B197   773,GENERAL,South Los Angeles,,O,"(34.01562, -118.29831)"
499481,4104,1235,,W,39TH,ST,,90037,05/14/2013,,117B197   771,CNAP,South Los Angeles,,O,"(34.01562, -118.29848)"
499490,4104,1237,,W,39TH,ST,,90037,05/14/2013,,117B197   771,CNAP,South Los Angeles,,O,"(34.01562, -118.29857)"
628240,1101,212,,S,3RD,AVE,,90291,06/30/2014,,111B141   345,GENERAL,West Los Angeles,,O,"(33.99827, -118.4772)"
633899,2103,815,,S,3RD,AVE,,90005,07/09/2014,,132B189   673,GENERAL,Central,,O,"(34.05752, -118.31665)"
455296,2121,833, ,E,3RD,ST, ,90012,03/09/2012,,129A215   259,GENERAL,Central,,O,
487354,2103,939,,S,3RD,AVE,,90019,12/18/2012,,132B189  1161,GENERAL,Central,,O,"(34.05425, -118.31681)"
432469,1133,1514,,S,3RD,AVE,,90019,11/08/2011,,126B189   107,GENERAL,South Los Angeles,,O,"(34.04483, -118.31996)"
432468,1133,1517,,S,3RD,AVE,,90019,11/08/2011,,126B189   108,GENERAL,South Los Angeles,,O,"(34.04483, -118.32027)"
541038,2121,1822,,E,3RD,ST,,90033,02/03/2014,,127-5A221  41,GENERAL,East Los Angeles,,O,"(34.04523, -118.21892)"
431195,1130,2521,,S,3RD,AVE,,90018,10/17/2011,,123B189   539,GENERAL,South Los Angeles,,O,"(34.03375, -118.32022)"
606819,2121,2606,,E,3RD,ST,,90033,06/09/2014,,126A223   122,GENERAL,East Los Angeles,,O,"(34.04004, -118.20853)"
485121,2303,3536,,E,3RD,PL,,90063,11/21/2012,,123A229    18,VEIP,East Los Angeles,,O,"(34.03295, -118.19358)"
509759,1130,3761,,S,3RD,AVE,,90018,08/15/2013,,117B189   469,GENERAL,South Los Angeles,,O,"(34.0187, -118.32056)"
466535,1130,3801,,S,3RD,AVE,,90008,05/21/2012,,117B189   558,GENERAL,South Los Angeles,,O,"(34.0181, -118.32049)"
509760,1130,3819,,S,3RD,AVE,,90008,08/15/2013,,117B189   708,GENERAL,South Los Angeles,,O,"(34.01751, -118.32049)"
518784,1130,4017,,S,3RD,AVE,,90008,10/21/2013,,114B189   285,GENERAL,South Los Angeles,,O,"(34.01118, -118.32048)"
431729,1130,4179,,S,3RD,AVE,,90008,10/25/2011,,114B189   997,GENERAL,South Los Angeles,,O,"(34.00791, -118.32047)"
509134,1110,5747,,S,3RD,AVE,,90043,08/09/2013,,108B189  1268,GENERAL,South Los Angeles,,O,"(33.98962, -118.3205)"
406285,2103,5800,,W,3RD,ST,,90036,02/15/2011,,135B181   177,GENERAL,Central,,O,"(34.06889, -118.34641)"
583858,1110,5820,,S,3RD,AVE,,90043,04/28/2014,12/17/2014,108B189  1483,GENERAL,South Los Angeles,233,O,"(33.98851, -118.32045)"
441281,2103,5862,,W,3RD,ST,,90036,01/11/2012,,135B181   168,GENERAL,Central,,O,"(34.06913, -118.34773)"
598570,4101,6731,,S,3RD,AVE,,90043,05/28/2014,,102B189   680,CNAP,South Los Angeles,,O,"(33.97732, -118.3208)"
477897,2111,7948,,W,3RD,ST,,90048,09/05/2012,,138B177   775,GENERAL,Central,,O,"(34.07161, -118.36308)"
476547,1120,351,,W,40TH,PL,,90037,08/14/2012,,115-5A203 181,GENERAL,South Los Angeles,,O,"(34.01025, -118.27957)"
554039,1142,612,,W,40TH,ST,,90731,03/04/2014,,006B197  1016,GENERAL,Harbor,,O,"(33.70797, -118.29023)"
610464,1120,640,,E,40TH,PL,,90011,06/11/2014,,115-5A207 331,GENERAL,South Los Angeles,,O,"(34.0101, -118.26445)"
608400,1120,840,,E,40TH,PL,,90011,06/10/2014,,115-5A207 363,GENERAL,South Los Angeles,,O,"(34.00996, -118.26083)"
424880,1124,1138,,E,40TH,PL,,90011,07/27/2011,,115-5A209 289,GENERAL,South Los Angeles,,O,"(34.01004, -118.25551)"
522306,1120,122,,W,41ST,ST,,90037,11/08/2013,,115-5A203 320,GENERAL,South Los Angeles,,O,"(34.009, -118.27449)"
556110,4106,459,,W,41ST,ST,,90037,03/07/2014,,115-5A201 236,CNAP,South Los Angeles,,O,"(34.00934, -118.28191)"
585821,1120,479,,E,41ST,ST,,90011,05/05/2014,,115-5A207 385,GENERAL,South Los Angeles,,O,"(34.00929, -118.26638)"
432111,1120,658,,E,41ST,ST,,90011,10/31/2011,,115-5A207 465,GENERAL,South Los Angeles,,O,"(34.00906, -118.26412)"
421857,1120,700,,W,41ST,PL,,90037,06/21/2011,,114A201    76,GENERAL,South Los Angeles,,O,"(34.00771, -118.28586)"
429666,1120,1476,,E,41ST,PL,,90011,09/27/2011,,114A211   112,GENERAL,South Los Angeles,,O,"(34.00771, -118.24777)"
491847,1120,1566,,E,41ST,ST,,90011,02/26/2013,,114A213    44,GENERAL,South Los Angeles,,O,"(34.00829, -118.24609)"
495567,1120,1700,,E,41ST,PL,,90058,03/28/2013,,114A213   208,GENERAL,South Los Angeles,,O,"(34.00688, -118.24283)"
488740,1110,1738,,W,41ST,PL,,90062,01/09/2013,,114B193   823,GENERAL,South Los Angeles,,O,"(34.00803, -118.31032)"
